Manx,English
"Dy gooidsave lhiat dy cur dooinyn cree dy chur graih dhyt, as dy ghoaill aggle royd, as dy-imneagh dy veaghey cordail rish dt’ annaghyn;","That it may please thee to give us an heart to love and dread thee, and diligently to live after thy commandments;"
"Ta shin guee ort dy chlashtyn rooin, Hiarn vie.","We beseech thee to hear us, good Lord."
"Dy gooidsave lhiat dy choyrt da ooilley dty phobble bishagh jeh dty ghrayse, dy eaishtagh dy-meen rish dty Ghoo, as dy ghoaill eh lesh aigney glen, as dy ymmyrkey magh messyn y Spyrryd;","That it may please thee to give to all thy people increase of grace, to hear meekly thy Word, and to receive it with pure affection, and to bring forth the fruits of the Spirit;"
"Ta shin guee ort dy chlashtyn rooin, Hiarn vie.","We beseech thee to hear us, good Lord."
"Dy gooidsave lhiat dy choyrt gys raad ny firriney adsyn ooilley t’er n’gholl er-shaghryn, as ta mollit;","That it may please thee to bring into the way of truth all such as have erred, and are deceived;"
"Ta shin guee ort dy chlashtyn rooin, Hiarn vie.","We beseech thee to hear us, good Lord."
"Dy gooidsave lhiat dy niartaghey leid as ta shassoo, dy chur gerjagh as cooney dauesyn ta annoon ayns cree, dy hroggal seose adsyn ta tuittym, as ec y jerrey dy chur sheese Noid-ny-hanmey fo nyn gassyn;",That it may please thee to strengthen such as do stand; and to comfort and help the weak-hearted; and to raise up them that fall; and finally to beat down Satan under our feet;
"Ta shin guee ort dy chlashtyn rooin, Hiarn vie.","We beseech thee to hear us, good Lord."
"Dy gooidsave lhiat dy choyrt kemmyrk, cooney, as gerjagh dauesyn ooilley t’ayns gaue, egin as seaghyn;","That it may please thee to succour, help, and comfort all that are in danger, necessity, and tribulation;"
"Ta shin guee ort dy chlashtyn rooin, Hiarn vie.","We beseech thee to hear us, good Lord."
"Dy gooidsave lhiat dy choadey dy-chooilley unnane ta troailt er thalloo ny faarkey, dy-chooilley ven er-troailt er lhiannoo, dy-chooilley phersoon ching, as cloan aegey, as dy hoilshaghey dty chymmey er dy-chooilley phryssoonagh as cappee;","That it may please thee to preserve all that travel by land or by water, all women labouring of child, all sick persons, and young children; and to shew thy pity upon all prisoners and captives;"
"Ta shin guee ort dy chlashtyn rooin, Hiarn vie.","We beseech thee to hear us, good Lord."
"Dy gooidsave lhiat dy endeil as dy ghoaill kiarail son cloan gyn ayr, as mraane-treoghe, as dy-chooilley unnane ta treigit as tranlaasit;","That it may please thee to defend, and provide for, the father-less children, and widows, and all that are desolate and oppressed;"
"Ta shin guee ort dy chlashtyn rooin, Hiarn vie.","We beseech thee to hear us, good Lord."
Dy gooidsave lhiat dy yannoo myghin er dy-chooilley ghooinney;,That it may please thee to have mercy upon all men;
"Ta shin guee ort dy chlashtyn rooin, Hiarn vie.","We beseech thee to hear us, good Lord."
"Dy gooidsave lhiat dy leih da nyn noidyn, tranlaasee, as scammyltee, as dy hyndaa nyn greeaghyn;","That it may please thee to forgive our enemies, persecutors, and slanderers, and to turn their hearts;"
"Ta shin guee ort dy chlashtyn rooin, Hiarn vie.","We beseech thee to hear us, good Lord."
"Dy gooidsave lhiat dy choyrt as dy reayll gys yn ymmyd ain messyn dooie y thallooin, (as dy chur er-ash as dy hannaghtyn dooin bannaghtyn ny marrey,)[2] myr shen ayns nyn imbagh cooie dy vod mayd yn soylley oc y gheddyn;","That it may please thee to give and preserve to our use the kindly fruits of the earth, so as in due time we may enjoy them;"
"Ta shin guee ort dy chlashtyn rooin, Hiarn vie.","We beseech thee to hear us, good Lord."
"Dy gooidsave lhiat dy choyrt dooin arrys firrinagh, dy leih dooin ooilley nyn beccaghyn, almoraght, as mee-hushtey, as dy choamrey shin lesh grayse dty Spyrryd Casherick, dy lhiasaghey nyn mea cordail rish dty Ghoo’s casherick;","That it may please thee to give us true repentance; to forgive us all our sins, negligences, and ignorances; and to endue us with the grace of thy Holy Spirit, to amend our lives according to thy holy Word;"
"Ta shin guee ort dy chlashtyn rooin, Hiarn vie.","We beseech thee to hear us, good Lord."
,
Vac Yee : ta shin guee ort dy chlashtyn rooin.,Son of God : we beseech thee to hear us.
Vac Yee : ta shin guee ort dy chlashtyn rooin.,Son of God : we beseech thee to hear us.
O Eayn Yee : ta goaill ersooyl peccaghyn y theihll;,O Lamb of God : that takest away the sins of the world;
Giall dooin dty hee.,Grant us thy peace.
O Eayn Yee : ta goaill ersooyl peccaghyn y theihll;,O Lamb of God : that takest away the sins of the world;
Jean myghin orrin.,Have mercy upon us.
"O Chreest, clasht rooin.","O Christ, hear us."
"O Chreest, clasht rooin.","O Christ, hear us."
"Hiarn, jean myghin orrin.","Lord, have mercy upon us."
"Hiarn, jean myghin orrin.","Lord, have mercy upon us."
"Chreest, jean myghin orrin.","Christ, have mercy upon us."
"Chreest, jean myghin orrin.","Christ, have mercy upon us."
"Hiarn, jean myghin orrin.","Lord, have mercy upon us."
"Hiarn, jean myghin orrin.","Lord, have mercy upon us."
,
,
"AYR ain, t’ayns niau: Casherick dy row dt’ Ennym. Dy jig dty reeriaght. Dt’ aigney dy row jeant er y thalloo, myr te ayns niau. Cur dooin nyn arran jiu as gagh laa. As leih dooin nyn loghtyn, myr ta shin leih dauesyn ta jannoo loghtyn nyn ’oi. As ny leeid shin ayns miolagh; Agh livrey shin veih olk. Amen.","OUR Father which art in heaven, Hallowed be thy Name; Thy kingdom come; Thy will be done in earth, as it is in heaven : Give us this day our daily bread; And forgive us our trespasses, as we forgive them that trespass against us; And lead us not into temptation, but deliver us from evil. Amen."
,
"Priest. O Hiarn, ny dell rooin cordail rish nyn beccaghyn.","O Lord, deal not with us after our sins."
Ans. Cha-moo kerree shin lurg y vee-chairys ain.,Neither reward us after our iniquities.
,
Lhig dooin padjer y ghoaill.,Let us pray.
,
"O Yee, Ayr vyghinagh, nagh vel soiaghey beg jeh osney cree arryssagh, n’yn yeearree ocsyn ta laane dy hrimshey; Dy-myghinagh niartee lesh nyn badjeryn ta shin dy yannoo hood’s ayns ooilley nyn seaghyn as nyn ymmyrch cre-erbee yn traa ta shin laadit lhieu; as dy-graysoil clasht rooin, dy vod ny huilk shen ta croutyn as kialgyn y drogh-spyrryd ny dooinney gobbraghey nyn ’oi, ve er ny choyrt gys veg, as liorish ard-chiarail dty vieys dy vod ad v’er nyn skeayley; dy vod shinyn dty harvaantyn, gyn skielley gheddyn liorish tranlaase erbee, dy-bragh booise y chur dhyts ayns dty Agglish casherick, trooid Yeesey Creest nyn Jiarn.","O GOD, merciful Father, that despisest not  the sighing of a contrite heart, nor the desire of such as be sorrowful; Mercifully assist our prayers that we make before thee in all our troubles and adversities, whensoever they oppress us; and graciously hear us, that those evils, which the craft and subtilty of the devil or man worketh against us, be brought to nought, and by the providence of thy goodness they may be dispersed; that we thy servants, being hurt by no persecutions, may evermore give thanks unto thee in thy holy Church, through Jesus Christ our Lord."
,
"O Hiarn, irree seose, cooin lhien, as livrey shin son graih dt’ Ennym.","O Lord, arise, help us, and deliver us for thy Name’s sake."
,
"O Yee, ta shin er chlashtyn lesh nyn gleayshyn, as ta ny ayraghyn ain er hoilshaghey dooin ny obbraghyn ooasle ren uss ayns ny laghyn ocsyn, as ayns y chenn earish rhymboo.","O GOD, we have heard with our ears, and our fathers have declared unto us, the noble works that thou didst in their days, and in the old time before them."
,
"O Hiarn, irree seose, cooin lhien, as livrey shin son graih dty Ooashley.","O Lord, arise, help us, and deliver us for thine honour."
,
"Gloyr dy row gys yn Ayr, as gys y Mac : as gys y Spyrryd Noo;","Glory be to the Father, and to the Son : and to the Holy Ghost;"
"Ans. Myr ve ’sy toshiaght, ta nish, as vees dy-bragh : seihll gyn jerrey. Amen.","As it was in the beginning, is now, and ever shall be : world without end. Amen."
,
"Veih nyn noidyn freill shin, O Chreest.","From our enemies defend us, O Christ."
Dy-graysoil jeeagh er y seaghyn ain.,Graciously look upon our afflictions.
Dy-ereeishagh jeeagh er trimshey nyn greeaghyn.,Pitifully behold the sorrows of our hearts.
Dy-myghinagh leih peccaghyn dty phobble.,Mercifully forgive the sins of thy people.
Dy-foayroil lesh myghin clasht rish nyn badjeryn.,Favourably with mercy hear our prayers.
"O Vac Ghavid, jean myghin orrin.","O Son of David, have mercy upon us."
"Chammah nish as dy-bragh dy gooidsave lhiat dy chlashtyn rooin, O Chreest.","Both now and ever vouchsafe to hear us, O Christ."
"Dy-graysoil clasht rooin, O Chreest; dy-graysoil clasht rooin, O Hiarn Chreest.","Graciously hear us, O Christ; graciously hear us, O Lord Christ."
"Priest. O Hiarn, lhig da dty vyghin v’er ny hoilshaghey orrin.","O Lord, let thy mercy be shewed upon us;"
Ans. ’Naght myr ta shin cur nyn dreishteil ayn-yds.,As we do put our trust in thee.
,
Lhig dooin padjer y ghoaill.,Let us pray.
,
"TA shin dy-imlee guee ort, O Ayr, dy-myghinagh dy yeeaghyn er ny annooinidyn ain; as son gloyr dt’ Ennym, chyndaa voïn ooilley’n kerraghey shen ta shin dy feer chairal er ny hoilchin; as giall dy vod shin, ayns ooilley nyn seaghyn, nyn slane treishteil as nyn shickyrys y choyrt ayns dty vyghin, as dy-bragh oo y hirveish ayns craueeaght as glennid bea, gys dty onnor as dty ghloyr, trooid yn ynrycan Fer ta eddyr shin as sheer loayrt er nyn son, Yeesey Creest nyn Jiarn. Amen.","WE humbly beseech thee, O Father, mercifully to look upon our infirmities; and for the glory of thy Name, turn from us all those evils that we most righteously have deserved; and grant that in all our troubles we may put our whole trust and confidence in thy mercy, and evermore serve thee in holiness and pureness of living, to thy honour and glory, through our only Mediator and Advocate, Jesus Christ our Lord. Amen."
,
,
"YEE Ooilley-niartal, t’er choyrt dooinyn grayse ec y traa shoh, lesh un aigney dy yannoo nyn aghinyn cadjin hoods; as t’ow gialldyn, tra ta ghaa ny three er nyn jaglym cooidjagh ayns dt’ Ennym’s, dy der uss dauesyn nyn aghinyn: Cooilleen nish, O Hiarn, yeearreeyn as accanyn dty harvaantyn, myr smoo hee uss ymmyrchagh er nyn son; gialldyn dooin ’sy theihll shoh tushtey jey dt’ irriney, as ayns y theihll ta ry heet yn vea dy-bragh farraghtyn. Amen.","ALMIGHTY God, who hast given us grace at this time with one accord to make our common supplications unto thee; and dost promise, that when two or three are gathered together in thy Name, thou wilt grant their requests; Fulfil now, O Lord, the desires and petitions of thy servants, as may be most expedient for them; granting us in this world knowledge of thy truth, and in the world to come life everlasting. Amen."
,
,
"GRAYSE nyn Jiarn Yeesey Creest, as graih Yee, as sheshaght gherjoil y Spyrryd Noo, dy row mârin ooilley er son dy-bragh. Amen.","THE grace of our Lord Jesus Christ, and the love of God, and the fellowship of the Holy Ghost, be with us all evermore. Amen."
,
,
,
,
,
,
,
,
,
,
,
,
"O Yee Ayr flaunyssagh, ta liorish dty Vac Yeesey Creest er yialldyn dauesyn ooilley ta shirrey dty reeriaght as e chairys, dy-chooilley nhee ta ymmyrchagh son beaghey yn challin; Cur neose hooin, ta shin guee ort, ayns shoh nyn ymmyrch, lheid y fliaghey as frassyn meen, dy vod mayd messyn y thallooin y gheddyn gys y gherjagh ainyn, as yn onnor ayds, trooid Yeesey Creest nyn Jiarn. Amen.","O GOD, heavenly Father, who by thy Son Jesus Christ hast promised to all them that seek thy kingdom and the righteousness thereof, all things necessary to their bodily sustenance: Send us, we beseech thee, in this our necessity, such moderate rain and showers, that we may receive the fruits of the earth to our comfort, and to thy honour, through Jesus Christ our Lord. Amen."
,
,
"O Hiarn Yee Ooilley-niartal, ren son peccaghyn sheelnaue un cheayrt yn slane seihll y vaih, cheu-mooie jeh hoght persoonyn, as ny lurg shen ren jeh dty vyghin vooar gialldyn nagh jinnagh oo dy-bragh eh y stroie er yn aght cheddin reesht; Ta shin dy-imlee guee ort, ga dy vel shinyn, son nyn ghrogh-yannoo, dy-cair er hoilchin dy ve er nyn gerraghey lesh thooillaghyn dy liaghey as dy ushtaghyn, ny-yeih er nyn arrys firrinagh dy der uss dooin lheid yn emshyr, liorish oddys mayd messyn y thallooin y chosney ayns nyn imbagh cooie, as gynsaghey liorish dty cherraghey dy lhiasaghey nyn mea, as son dty chymmey dy choyrt dhyts moylley as gloyr, trooid Yeesey Creest nyn Jiarn. Amen.","O ALMIGHTY Lord God, who for the sin of man didst once drown all the world, except eight persons, and afterward of thy great mercy didst promise never to destroy it so again; We humbly beseech thee, that although we for our iniquities have worthily deserved a plague of rain and waters, yet upon our true repentance thou wilt send us such weather, as that we may receive the fruits of the earth in due season, and learn both by thy punishment to amend our lives, and for thy clemency to give thee praise and glory, through Jesus Christ our Lord. Amen."
,
,In the time of Dearth and Famine.
"O Yee Ayr flaunyssagh, she’n gioot ayds eh, dy vel y fliaghey tuittym, dy vel y thalloo messoil, dy vel maase y vagher cheet er nyn doshiaght, as eeastyn ny marrey bishaghey: Jeeagh, ta shin guee ort, er seaghyn dty phobble, as giall dy vod y ghenney as y ghortey (ta shin ec y traa shoh dy-cairal surranse son nyn mee-chraueeaght) ve liorish dty vieys dy-myghinagh er ny hyndaa dys (sic) sonnys as palchey, son graih Yeesey Creest nyn Jiarn; huggeysyn mârts, as y Spyrryd Noo, dy row dy-chooilley ooashley as gloyr, nish as son dy-bragh. Amen.","O GOD, heavenly Father, whose gift it is, that the rain doth fall, the earth is fruitful, beasts increase, and fishes do multiply; Behold, we beseech thee, the afflictions of thy people; and grant that the scarcity and dearth, which we do now most justly suffer for our iniquity, may through thy goodness be mercifully turned into cheapness and plenty; for the love of Jesus Christ our Lord, to whom with thee and the Holy Ghost be all honour and glory, now and for ever. Amen."
,
,Or this.
"O Yee, Ayr vyghinagh, ren rish lhing Elisha yn phadeyr ayns traa gerrit, ec Samaria, chyndaa genney as gortey vooar gys palchey as sonnys: Jean myghin orrin, dy vod shinyn, ta nish son nyn beccaghyn er nyn gerraghey lesh lheid y chennid, cour myrgeddin ayns shoh traa nyn veme y gheddyn: Bishee messyn y thallooin lesh dty vannaght flaunyssagh; as giall dy vod shinyn liorish geddyn feoiltys dty yiootyn, ymmyd y yannoo jeh’n chooid cheddin gys y gloyr (sic) ayds, gys feaysley er ny ymmyrchee, as y gerjagh ain hene, trooid Yeesey Creest nyn Jiarn. Amen","O GOD, merciful Father, who in the time of Elisha the prophet didst suddenly in Samaria turn great scarcity and dearth into plenty and cheapness; Have mercy upon us, that we who are now for our sins punished with like adversity, may likewise find a seasonable relief: Increase the fruits of the earth by thy heavenly benediction; and grant that we, receiving thy bountiful liberality, may use the same to thy glory, the relief of those that are needy, and our own comfort, through Jesus Christ our Lord. Amen."
,
,In the time of War and Tumults.
"O Yee Ooilley-niartal, Ree dy-chooilley ree, as Kiannoort dy-chooilley nhee, yn phooar ayds cha vel cretoor erbee abyl dy hassoo noi, hood’s te bentyn dy-cairagh dy cherraghey peccee, as dy ve myghinagh dauesyn ta dy-firrinagh goaill arrys; Saue as livrey shin, ta shin dy-imlee guee ort, veih laueyn nyn noïdyn; smaght yn voyrn oc, meenee yn ghoanlys oc, as cur mow ny croutyn oc; dy vod shinyn, eillit lesh dty endeil’s, ve dy-bragh er nyn goadey veih dy-chooilley ghrogh-haghyrt, dy chur gloyr dhyts ta dy-lomarcan coyrt dy-chooilley varriaght, trooid toilchinys dty ynrycan Vac Yeesey Creest nyn Jiarn. Amen.","O ALMIGHTY God, King of all kings, and Governor of all things, whose power no creature is able to resist, to whom it belongeth justly to punish sinners, and to be merciful to them that truly repent: Save and deliver us, we humbly beseech thee, from the hands of our enemies; abate their pride, asswage their malice, and confound their devices; that we, being armed with thy defence, may be preserved evermore from all perils, to glorify thee, who art the only giver of all victory, through the merits of thy only Son, Jesus Christ our Lord. Amen."
,
In the time of any common Plague or Sickness.,
"O Yee Ooilley-niartal, ren ayns dty yymmoose cramp y choyrt er dty phobble hene ayns yn aasagh, son nyn irree-magh mee viallagh noi Moses as Aaron; as myrgeddin, rish lhing y ree David, ren stroie lesh kerraghey trome [dowil] dy hingys skeayltagh baaish three-feed as jeih thousaneyn, as ny-yeih liorish cooinaghtyn er dty vyghin ren oo yn chooid elley jeu y hauail; Jean chymmey orrinyn peccee hreih, ta nish er nyn gerraghey lesh chingys mooar as baase; ’naght myr ren uss ec y traa shen soiagh yannoo jeh oural dy hee, as saarey choyrt da’n ainle va stroie dy scuirr veih kerraghey; myr shen dy gooidsave lhiat nish dy scughey voïn yn chramp as y chingys dowil shoh, trooid Yeesey Creest nyn Jiarn. Amen.","O ALMIGHTY God, who in thy wrath didst send a plague upon thine own people in the wilderness, for their obstinate rebellion against Moses and Aaron; and also, in the time of king David, didst slay with the plague of pestilence threescore and ten thousand, and yet remembering thy mercy didst save the rest; Have pity upon us miserable sinners, who now are visited with great sickness and mortality; that like as thou didst then accept of an atonement, and didst command the destroying angel to cease from punishing, so it may now please thee to withdraw from us this plague and grievous sickness, through Jesus Christ our Lord. Amen."
,
In the Ember Weeks to be said every day for those that are to be admitted into Holy Orders.,
"YEE Ooilley-niartal nyn Ayr flaunyssagh, t’er chionnaghey dhyt hene Agglish harrish y slane (sic) seihll, lesh fuill ooasle dty Vac deyr; Dy-myghinagh jeeagh er yn Agglish cheddin, as ec y traa shoh myr shen leeid as reill aignaghyn dty harvaantyn ny Aspickyn as Bochillyn dty hioltane, nagh der ad dy-siyragh nyn laueyn er dooinney erbee, agh dy jean ad dy-firrinagh as dy-creeney reih y yannoo jeh persoonyn cooie dy hirveish ayns Shirveish casherick dty Agglish. As dauesyn vees er nyn oardrail gys oik casherick erbee, cur dty ghrayse as dty vannaght flaunyssagh, dy vod ad chammah liorish nyn ymmyrkey-bea as ynsagh soiaghey magh dty ghloyr’s, as saualtys dy-chooilley ghooinney ’chur er y hoshiaght, trooid Yeesey Creest nyn Jiarn. Amen.","ALMIGHTY God, our heavenly Father, who hast purchased to thyself an universal Church by the precious blood of thy dear Son; Mercifully look upon the same, and at this time so guide and govern the minds of thy servants the Bishops and Pastors of thy flock, that they may lay hands suddenly on no man, but faithfully and wisely make choice of fit persons to serve in the sacred Ministry of thy Church. And to those which shall be ordained to any holy function, give thy grace and heavenly benediction; that both by their life and doctrine they may set forth thy glory, and set forward the salvation of all men, through Jesus Christ our Lord. Amen."
,
,
"YEE Ooilley-niartal, fer-toyrt dy-chooilley ghioot mie, ta jeh dty ard-chiarail flaunyssagh er bointeil caghlaaghyn dy Oardaghyn ayns dty Agglish; Cur dty ghrayse, ta shin dy-imlee guee ort, dauesyn ooilley ta dy ve er nyn eam gys Oik as Shirveish erbee ayns yn Agglish cheddin; as myr shen lhieen ad lesh firrinys dty ynsagh, as coamree ad lesh ônid bea, dy vod ad dy-firrinagh shirveish kiongoyrt rhyts, gys gloyr dt’ Ennym mooar, as vondeish dt’ Agglish casherick, trooid Yeesey Creest nyn Jiarn. Amen.[3]","ALMIGHTY God, the giver of all good gifts, who of thy divine providence hast appointed divers Orders in thy Church; Give thy grace, we humbly beseech thee, to all those who are to be called to any office and administration in the same; and so replenish them with the truth of thy doctrine, and endue them with innocency of life, that they may faithfully serve before thee, to the glory of thy great Name, and the benefit of thy holy Church, through Jesus Christ our Lord. Amen."
,
,
"O YEE Fer-croo as Fer-coadee ooilley sheelnaaue, ta shin dy-imlee jannoo padjer hoods, son dy-chooilley sorch as stayd dy leih, dy gooidsave lhiat dy chur tushtey jeh dty raaidyn dauesyn, dty haualtys anmey da dy-chooilley Ashoon. Er-lheh ta shin jannoo padjer son stayd vie yn slane Agglish Casherick; dy vod ee ve myr shen er ny leeideil as er ny reill liorish dty Spyrryd’s vie, dy vod adsyn ooilley ta goaill-rish as genmys ad hene nyn Greesteenyn, v’er nyn leeideil gys raad ny firriney, as yn credjue y reayll ayns unnaneys y spyrryd, ayns kianley’n chee, as ayns ynrickys bea. Ec y jerrey, ta shin chymney gys dty vieys ayroil adsyn ooilley ta er aght erbee seaghnit ny tranlaasit ayns aigney, corp, ny stayd ([4]er-lheh adsyn er nyn son ta nyn badjeryn er nyn yeearree) dy gooidsave lhiat dy chur gerjagh as feaysley daue cordail rish ymmyrch dagh unnane oc, coyrt daue meenid fo nyn surranse, as livrey bannit veih ooilley nyn seaghyn. As shoh ta shin guee er graih Yeesey Creest. Amen.","O GOD, the Creator and Preserver of all mankind, we humbly beseech thee for all sorts and conditions of men, that thou wouldest be pleased to make thy ways known unto them, thy saving health unto all Nations. More especially we pray for the good estate of the Catholick Church; that it may be so guided and governed by thy good Spirit, that all who profess and call themselves Christians, may be led into the way of truth, and hold the faith in unity of spirit, in the bond of peace, and in righteousness of life. Finally we commend to thy fatherly goodness all those, who are any ways afflicted or distressed in mind, body, or estate; [6especially those for whom our prayers are desired;] that it may please thee to comfort and relieve them, according to their several necessities, giving them patience under their sufferings, and a happy issue out of all their afflictions. And this we beg for Jesus Christ his sake. Amen."
,
,
"O YEE, yn dooghys as y cliaghtey ayds eh dy-bragh dy yannoo myghin as dy leih peccaghyn, jean soiaghey jeh ny accanyn imlee ain; as ga dy vel shin kainlt as snemmit lesh geuley nyn beccaghyn, ny-yeih lhig da chymmey dty vyghin vooar shin y eaysley, son ooashley Yeesey Creest y Fer ta eddyr shin as sheer loayrt er nyn son. Amen.","O GOD, whose nature and property is ever to have mercy and to forgive, receive our humble petitions; and though we be tied and bound with the chain of our sins, yet let the pitifulness of thy great mercy loose us, for the honour of Jesus Christ, our Mediator and Advocate. Amen."
,
,
THANKSGIVINGS.,
A General Thanksgiving.,
"YEE Ooilley-niartal, Ayr dy-chooilley vyghin, ta shinyn dty harvaantyn neu-feeu cur dhyts booise smoo imlee as creeoil son ooilley dty vieys as dty chenjallys ghraihagh dooinyn as da dy-chooilley ghooinney: ([5]er-lheh dauesyn ta geearree ec y traa shoh dy hebbal seose nyn moylley as toyrt-booise son ny myghinyn t’ow er y gherrit shoh er hoilshaghey daue.) Ta shin dy dty vannaghey son nyn groo, son nyn goadey, as son ooilley bannaghtyn y vea shoh, agh er-skyn ooilley son dty ghraih er-skyn-earroo ayns dy ren oo yn seihll y chionnaghey reesht liorish nyn Jiarn Yeesey Creest; son ny saasyn dy ghrayse, as son y treishteil dy ghloyr. As ta shin guee ort, cur dooin lheid yn ennaghtyn cooie jeh ooilley dty vyghinyn, dy vod ny creeaghyn ain ve dy-firrinagh booisal, as dy vod mayd soilshaghey magh dty voylley, cha nee ny-lomarcan lesh nyn meillyn, agh ayns nyn mea, liorish coyrt shin hene seose gys dty hirveish, as liorish gimmeeaght kiongoyrt rhyt ayns casherickys as cairys ooilley laghyn nyn mea, trooid Yeesey Creest nyn Jiarn; huggeysyn mârts as y Spyrryd Noo, dy row dy-chooilley ooashley as gloyr, seihll gyn jerrey. Amen.","ALMIGHTY God, Father of all mercies, we thine unworthy servants do give thee most humble and hearty thanks for all thy goodness and loving-kindness to us and to all men; [7particularly to those who desire now to offer up their praises and thanksgivings for thy late mercies vouchsafed unto them.] We bless thee for our creation, preservation, and all the blessings of this life; but above all for thine inestimable love in the redemption of the world by our Lord Jesus Christ, for the means of grace, and for the hope of glory. And we beseech thee give us that due sense of all thy mercies, that our hearts may be unfeignedly thankful; and that we shew forth thy praise, not only with our lips but in our lives, by giving up ourselves to thy service, and by walking before thee in holiness and righteousness all our days, through Jesus Christ our Lord; to whom with thee and the Holy Ghost be all honour and glory, world without end. Amen."
,
For Rain.,
"O Yee nyn Ayr flaunyssagh, ta liorish dty ard-chiarail ghraysoil cur er y fliaghey (sic) dy huittym neose er y thalloo ayns ny imbaghyn cooie, dy vod eh gymmyrkey magh mess son ymmyd dooinney; Ta shin cur booise imlee dhyt dy by-chooidsave lhiat ayns nyn ymmyrch vooar dy choyrt hooin ec y jerrey fliaghey gerjoil er dt’ eiraght, as dy ooraghey eh tra ve chirrym, gys y gerjagh (sic) mooar ainyn dty harvaantyn neu-feeu, as gys gloyr dt’ Ennym casherick, trooid dty vyghinyn ayns Yeesey Creest nyn Jiarn. Amen.","O GOD our heavenly Father, who by thy gracious providence dost cause the former and the latter rain to descend upon the earth, that it may bring forth fruit for the use of man; We give thee humble thanks that it hath pleased thee in our great necessity to send us at the last a joyful rain upon thine inheritance; and to refresh it when it was dry, to the great comfort of us thy unworthy servants, and to the glory of thy holy Name, through thy mercies in Jesus Christ our Lord. Amen."
,
For fair Weather.,
"O Hiarn Yee, ta dy-cairagh er injillaghey shinyn liorish dty cherraghey mooar er y gherrit shoh jeh rouyr fliaghey as ushtaghyn, as ta ayns dty vyghin er veaysley as er gherjaghey nyn anmeenyn lesh y caghlaa (sic) foayroil as bannit shoh dy emshyr; Ta shin coyrt moylley as gloyr da dt’ Ennym casherick son shoh dty vyghin, as soilshee mayd magh dy-kinjagh dty chenjallys ghraihagh veih sheeloghe gys sheeloghe, trooid Yeesey Creest nyn Jiarn. Amen.","O LORD God, who hast justly humbled us by thy late plague of immoderate rain and waters, and in thy mercy hast relieved and comforted our souls by this seasonable and blessed change of weather; We praise and glorify thy holy Name for this thy mercy, and will always declare thy loving-kindness from generation to generation, through Jesus Christ our Lord. Amen."
,
,
"O Ayr smoo vyghinagh, ta jeh dty vieys ghraysoil er chlashtyn padjeryn crauee dty Agglish, as er hyndaa yn ghortey as y ghenney ain gys coonrey mie as palchey; Ta shin coyrt booise imlee dhyt son shoh dty feoiltys er-lheh, guee ort dy hannaghtyn dty chenjallys ghraihagh dooin, dy vod y thalloo ain cur dooin ny messyn ec dy vishagh, gys y ghloyr ayds, as y gerjagh ainyn, trooid Yeesey Creest nyn Jiarn. Amen.","O MOST merciful Father, who of thy gracious goodness hast heard the devout prayers of thy Church, and turned our dearth and scarcity into cheapness and plenty; We give thee humble thanks for this thy special bounty, beseeching thee to continue thy loving-kindness unto us, that our land may yield us her fruits of increase, to thy glory and our comfort, through Jesus Christ our Lord. Amen."
,
,
"O Yee Ooilley-niartal, ta dty hoor lajer dy endeilys da dty harvaantyn noi eddin ny noidyn oc; Ta shin cur dhyt moylley as toyrt-booise son y livrey ain veih ny dangereyn mooarey as cronnal shen lhieu va shin combaasit. Ta shin goaill-rish dy nee yn vieys ayds eh nagh row shin livreit seose myr spooilley daue; guee ort dy hannaghtyn dy-kinjagh nyn lheid shoh dty vyghinyn dooin, dy vod fyss ve ec ooilley’n seihll dy nee uss nyn Saualtagh as nyn Ver-livrey-ee niartal, trooid Yeesey Creest nyn Jiarn. Amen.","O ALMIGHTY God, who art a strong tower of defence unto thy servants against the face of their enemies; We yield thee praise and thanksgiving for our deliverance from those great and apparent dangers wherewith we were compassed. We acknowledge it thy goodness that we were not delivered over as a prey unto them; beseeching thee still to continue such thy mercies towards us, that all the world may know that thou art our Saviour, and mighty Deliverer, through Jesus Christ our Lord. Amen."
,
,
"O Yee dy-bragh beayn nyn Ayr flaunyssagh, ta dy-lomarcan coyrt er deiney dy ve jeh un aigney ayns thie, as meenaghey eulys pobble tranlaasagh as mee-reilltagh; Ta shin bannaghey dty Ennym casherick, son dy by-chooidsave lhiat dy chur gys fea yn irree-magh mee-reilltagh t’er ny ve er y gherrit shoh greesit seose ny vud ain; dy feer imlee guee ort dy ghialldyn grayse dooin ooilley, dy vod mayd veih’n traa shoh magh dy-biallagh gimmeeaght ayns dt’ annaghyn casherick, as liorish leeideil bea feagh as sheeoil ayns dy-chooilley chraueeaght as onnesty, dy vod mayd dy-kinjagh chebbal dhyts nyn oural dy voylley as dy hoyrt-booise son oc shoh dty vyghinyn soilshit dooin, trooid Yeesey Creest nyn Jiarn. Amen.","O ETERNAL God, our heavenly Father, who alone makest men to be of one mind in an house, and stillest the outrage of a violent and unruly people; We bless thy holy Name, that it hath pleased thee to appease the seditious tumults which have been lately raised up amongst us; most humbly beseeching thee to grant to all of us grace, that we may henceforth obediently walk in thy holy commandments; and leading a quiet and peaceable life, in all godliness and honesty, may continually offer unto thee our sacrifice of praise and thanksgiving for these thy mercies towards us, through Jesus Christ our Lord. Amen."
,
"For Deliverance from the Plague, or other common Sickness.",
