English,Manx
2 Therefore will wee not feare though the earth be mooved : and though the hilles bee caried into the middes of the Sea.,"2 Shen‐y‐fa cha gow mayd aggle, ga dy beagh y seihll er ny chraa: as ga dy beagh ny croink er nyn scughey ayns mean yn aarkey."
,"ayns] 1769, 1777 gys"
3 Though the waters thereof rage & swell : and though the mountaines shake at the tempest of the same.,3 Ga dy jinnagh ny ushtaghyn echey freaney as gatt: as ga dy jinnagh ny sleïtyn craa lesh dorrin y chooid cheddin.
4 The rivers of the flood thereof shall make glad the Citie of God : the holy place of the Tabernacle of the most Highest.,4 Nee ushtaghyn y thooilley echey ard‐valley Yee y yannoo gennal: ynnyd casherick cabbane‐agglish yn Jee smoo ard.
"5 God is in the middest of her, therefore shall shee not be remooved : God shall helpe her, and that right earely.","5 Ta Jee ayns y vean ec, shen‐y‐fa cha bee ee er ny scughey: nee Jee cooney lh’ee, as shen dy feer voghey."
,"lh’ee] 1765, 1769 lheie"
"6 The heathen make much ado, and the kingdomes are moved : but God hath shewed his voyce, and the earth shall melt away.","6 Ta ny ashoonyn goaill lane bea orroo, as ta ny reeriaghtyn er nyn scughey: agh ta Jee er hoilshaghey e choraa, as nee’n seihll lheïe ersooyl."
,
7 The Lord of hostes is with us : the God of Jacob is our refuge.,7 Ta’n Chiarn dy heshaght‐chaggee flaunys mârin: she Jee Yacob yn chemmyrk ain.
,"1765, 1769, 1819 yn chemmyrk ain] 1777 nyn gemmyrk"
"8 O come hither, and behold the workes of the Lord : what destruction he hath brought upon the earth.","8 O tarr‐jee ayns shoh, as jeeagh‐jee er obbraghyn y Chiarn: cre’n traartys t’eh er choyrt lesh er y theihll."
"9 He maketh warres to cease in all the world : he breaketh the bow, and knappeth the speare in sunder, and burneth the chariots in the fire.","9 T’eh cur er caggaghyn dy scuirr ayns ooilley yn seihll: t’eh brishey yn bow, as giarey yn shleïy dy peeshyn, as lostey ny fainaghyn ’syn aile."
"10 Be still then, and know that I am God : I will be exalted among the heathen, and I will be exalted in the earth.","10 Bee‐jee feagh eisht, as toig‐jee dy vel mish Jee: bee’ms er my hoiaghey seose mastey ny ashoonyn, as bee’m er my hoiaghey seose er y thalloo."
11 The Lord of hostes is with us : the God of Jacob is our refuge.,11 Ta’n Jee dy heshaght‐chaggee flaunys mârin: she Jee Yacob nyn gemmyrk.
,
The ix. day.,The 9. day.
Evening prayer.,EVENING PRAYER.
Omnes gentes plaudite. Psal. 47.,"Psal. 47. Omnes gentes, plaudite."
"O clap your hands together, (all ye people :) O Sing unto God with the voyce of melodie,","1 O bwoaill‐jee nyn massyn cooidjagh, ooilley shiuish phobble: O gow‐jee arrane gys Jee lesh y choraa dy vingys."
"2 For the Lord is high, and to be feared : hee is the great King upon all the earth.","2 Son ta’n Chiarn ard, as aggle dy v’er ny ghoaill roïsh: she eshyn y Ree mooar er fey‐ny‐cruinney."
,
3 Hee shall subdue the people under us : and the nations under our feet.,3 Ver eh sheese y pobble fo-in: as ny ashoonyn fo nyn gassyn.
4 He shall chuse out an heritage for us : even the worship of Jacob whom he loved.,4 Nee eshyn eiraght y reih magh nyn gour: dy-jarroo ynnyd ooasle Yacob hug eh graih da.
5 God is gone up with a mery noise : and the Lord with the sound of the Trumpe.,5 Ta Jee er gholl seose lesh kiaulleeaght ghennal: as y Chiarn lesh fiyr y chayrn.
"6 O sing praises, sing praises unto (our) God : O sing praises, sing praises unto our King.","6 O gow‐jee arraneyn‐moyllee, gow‐jee arraneyn‐moyllee gys y Jee ain: O gow‐jee arraneyn‐moyllee, gow‐jee arraneyn‐moyllee gys nyn Ree."
7 For God is the King of all the earth : sing yee praises with understanding.,7 Son she Jee Ree’n theihll ooilley: gow‐jee arraneyn‐moyllee lesh tushtey.
8 God reigneth over the heathen : God sitteth upon his Holy seat.,8 Ta Jee reill harrish ny ashoonyn: ta Jee ny hoie er e stoyl‐reeoil chasherick.
,"1765, 1819 chasherick] 1769, 1777 casherick"
9 The princes of the people are joyned unto the people of the God of Abraham : for God (which is very high exalted) doeth defend the Earth as it were with a shield.,"9 Ta prinsyn ny ashoonyn er lhiantyn gys pobble Yee Abraham: son Jee, ta dy-ard er ny hoiaghey seose, ta fendeil y seihll, myr dy beagh eh lesh eïlley‐caggee."
,
,
Magnus Dominus. Psal. 48.,Psal. 48. Magnus Dominus.
"Great is the Lord, and highly to be praised : in the Citie of our God, even upon his Holy hill.","1 Mooar ta’n Chiarn, as dy-ard dy v’er ny voylley: ayns ard‐valley yn Jee ain, dy-jarroo er e chronk chasherick."
"2 The hill of Sion is a faire place, and the joy of the whole earth : upon the Northside lieth the Citie of the great King; God is well knowen in her palaces, as a sure refuge.","2 Ta cronk Sion ynnyd aalin, as boggey yn seihll ooilley: er y cheu tooai ta ard‐valley yn Ree mooar; te ry akin dy vel Jee ayns ny plaasyn ec myr kemmyrk shickyr."
,tooai] 1777 twoaie
"3 For loe, the Kings of the earth : are gathered and gone by together.","3 Son cur‐my‐ner, ta reeaghyn y thallooin: er nyn jaglym, as er n’gholl shiaghey cooidjagh."
"4 They marveiled to see such things : they were astonied, and suddenly cast downe.","4 Ghow ad yindys dy akin lheid ny reddyn: v’ad lhieent lesh atchim, as ayns y tullogh chaill ad nyn gree."
,lhieent] 1765 llieent
"5 Feare came there upon them, and sorrow : as upon a woman in her travaile.","5 Haink aggle orroo, as trimshey: myr er ben er‐troailt."
6 Thou shalt breake the ships of the Sea : through the East winde.,6 Nee uss brishey lhongyn ny marrey: lesh y gheay nharr.
"7 Like as we have heard, so have we seene in the City of the Lord of hosts, in the city of our God : God upholdeth the same for ever.","7 Myr ta shin er chlashtyn, myr shen ta shin er vakin ayns ard‐valley yn Chiarn dy heshaght‐chaggee flaunys, ayns ard‐valley yn Jee ain: ta Jee dy chummal eh seose son dy-bragh."
8 We wait for thy loving kindnesse (O God :) in the mids of thy Temple.,"8 Ta shin farkiaght er dty chenjallys-ghraihagh, O Yee: ayns mean dty hiamble."
"9 O God, according unto thy Name, so is thy praise unto the worlds end : thy right hand is full of righteousnesse.","9 O Yee, myr ta dt’Ennym, myr shen ta dty voylley gys king y theihll: ta dty laue yesh laane dy chairys."
"10 Let the mount Sion rejoyce, and the daughters of Juda be glad : because of thy Judgements.","10 Lhig da’n cronk Sion goaill boggey, as inneen Yudah ve gennal: er coontey dty vriwnyssyn."
"11 Walke about Sion, and go round about her : and tel the towres thereof.","11 Shooill mygeayrt Sion, as immee mygeayrt‐y‐mooee: as gow coontey ny tooryn eck."
,"Shooill mygeayrt] 1769 Shooill-jee mooish, 1777 Shooill-jee mysh; immee] 1769, 1777 immee-jee; gow] 1769, 1777 gow-jee"
"12 Marke well her bulwarks, set up her houses : that ye may tell them that come after.","12 Gow tastey vie jeh ny voallaghyn lajer ec, soie‐jee seose ny thieyn ec: dy vod oo ginsh dauesyn hig nyn yeï."
,"Gow] 1769, 1777 Gow-jee; oo] 1769, 1777 shiu"
13 For this God is our God for ever and ever : he shall be our guide unto death.,13 Son she’n Jee shoh yn Jee ain son dy-bragh as dy-bragh: eshyn vees y leeideilagh ain gys laa nyn maaish.
,
,
Audite hæc omnes. Psal. 49,"Psal. 49. Audite hæc, omnes."
"O Heare yee this all ye people : ponder it with your eares, all ye that dwell in the world;","1 O clasht‐jee rish shoh, ooilley shiuish phobble: gow-jee baght jeh lesh nyn gleayshyn, ooilley shiuish ta vaghey ‘sy theihll."
,"gow-jee baght jeh lesh nyn gleayshyn] 1769, 1777 eaisht-jee rish"
"2 High and low, rich and poore : one with another.","2 Ard as injil, berchagh as boght: dagh unnane ry‐cheïley."
3 My mouth shall speake of Wisedome : and my heart shall muse of understanding.,3 Loayree my veeall jeh creenaght: as nee my chree smooinaghtyn er tushtey.
4 I will incline mine eare to the parable : and shewe my darke speech upon the harpe.,4 Cromm‐ym my chleaysh gys y coraa‐dorraghey: as nee’m soilshaghey my ghlare dowin er y chlaasagh.
5 Wherefore should I feare in the days of wickednes : and when the wickednes of my heeles compasseth me round about?,5 Cre hon yinnin aggle y ghoaill ayns ny laghyn dy olkys: tra ta olkys my vonnyn cruinnaghey mee mygeayrt.
6 There bee some that put their trust in their goods : and boast themselves in the multitude of their riches.,6 Ta paart ta cur nyn marrant gys nyn gooid: as boggyssagh ayns earroo nyn merchys.
7 But no man may deliver his brother : nor make agreement unto God for him;,7 Agh cha vod dooinney erbee e vraar y livrey: ny bargane y yannoo rish Jee er y hon.
,"e vraar] 1765, 1769 y vraar; bargane] 1769, 1777 coonrey"
8 For it cost more to redeeme their soules : so that he must let that alone for ever;,8 Son haink eh gys ny smoo dy chionnaghey nyn anmeenyn: myr shen dy nhegin da shen y aagail voish er son dy-bragh;
,"chionnaghey] 1769 lhivrey, 1777 livrey"
"9 Yea, though he live long : and see not the grave.",9 Ga dy beagh eh foddey bio: as gyn yn oaie y akin.
"10 For he seeth that wise men also die, & perish together : as wel as the ignorant & foolish, and leave their riches for other.","10 Son t’eh fakin dy vel deiney creeney neesht geddyn vaaish as cherraghtyn cooidjagh: chammah as ta’n sleih neu‐chreeney as ommijagh, as faagail nyn merchys da feallagh elley."
,vaaish] 1819 baase
11 And yet they thinke that their houses shall continue for ever : and that their dwelling places shall endure from one generation to another; and call their landes after their owne names.,11 As foast t’ad sheiltyn dy jean ny thieyn oc farraghtyn son dy-bragh: as dy bee ny ynnydyn‐vaghee oc er‐mayrn veih sheeloghe gys sheeloghe; as t’ad genmys ny baljyn oc lurg nyn ennym hene.
,
"12 Neverthelesse, man wil not abide in honour : seeing he may be compared unto the beasts that perish; this is the way of them.","12 Ny-yeih, cha jean dooinney tannaghtyn foddey ayns ooashley: fakin dy vod eh ve er ny hoyllaghey gys y maase ta cherraghtyn; shoh’n raad oc."
13 This is their foolishnesse : and their posteritie praise their saying.,13 Shoh’n ommijys oc: as ta nyn sluight moylley yn raa oc.
"14 They lie in the hell like sheepe, death gnaweth upon them, and the righteous shall have domination of them in the morning : their beautie shall consume in the sepulchre out of their dwelling.","14 T’ad lhie ’syn oaie myr kirree, ta’n baase caigney orroo, as bee reill ec y sleih cairal harrystoo ’sy voghrey: hed yn aalid oc mow ayns yn oaie ass ny cummallyn oc."
15 But God hath delivered my soule from the place of hell : for he shall receive me.,15 Agh nee Jee m’annym y livrey veih pooar yn oaie: son nee eh m’y ghoaill huggey hene.
16 Be not thou afraid though one bee made rich : or if the glory of his house be increased;,"16 Ny gow aggle, ga dy bee fer er ny yannoo berchagh: ny my ta gloyr e hie er ny vishaghey;"
17 For hee shall cary nothing away with him when he dieth : neither shall his pompe follow him.,17 Son cha der eh lesh veg ersooyl mârish tra t’eh geddyn vaaish: cha-moo nee e stayd vooar geiyrt er.
,vaaish] 1777 baase
"18 For while he lived, he counted himselfe an happy man : and so long as thou doest well unto thy selfe, men will speake good of thee.","18 Son choud’s v’eh bio, yeeagh eh er hene dy ve dooinney maynrey: as choud’s t’ow jannoo dy-mie dhyt hene, loayree deiney dy-mie jeed."
,
19 He shal follow the generation of his fathers : and shall never see light.,19 Eiyree eshyn er sheeloghe e ayraghyn: as cha jean eh dy-bragh soilshey y akin.
"20 Man being in honour, hath no understanding: but is compared unto the beasts that perish.",20 Dooinney ta ayns ooashley as fegooish tushtey: t’eh er ny hoyllaghey gys ny beïyn ta cherraghtyn.
,
The x. day.,The 10. day.
Morning prayer.,MORNING PRAYER.
Deus deorum. Psal. 50.,Psal. 50. Deus deorum.
"The Lord, even the most mightie God hath spoken : and called the world, from the rising up of the Sunne, unto the going downe thereof.","1 Ta’n Chiarn, dy-jarroo yn Jee smoo niartal, er loayrt: as er choyrt eam da’n seihll veih irree seose ny greïney gys y gholl sheese echey."
2 Out of Sion hath God appeared : in perfect beautie.,2 Magh ass Sion ta Jee er hoilshaghey eh hene: ayns aalid firrinagh.
"3 Our God shall come, and shall not keepe silence: there shall goe before him a consuming fire, and a mightie tempest shall bee stirred up round about him.","3 Hig y Jee ain, as cha bee eh ny‐host: hed aile roishyn nee toyrt mow, as bee dorrin niartal er ny ghoostey seose mygeayrt‐y‐mysh."
"4 He shal call the heaven from above : and the earth, that he may judge his people.","4 Nee eh geamagh er ny niaughyn veih’n yrjid: as er y theihll, dy vod eh briwnys e phobble."
5 Gather my Saints together unto me : those that have made a covenant with me with sacrifice.,5 Chaggle‐jee my nooghyn cooidjagh hyms: ad shen ta er n’yannoo conaant rhym lesh oural;
6 And the heavens shall declare his righteousnesse : for God is judge himselfe. ,6 As nee ny niaughyn fockley magh e chairys: son Jee hene yn Briw.
,
"7 Heare, O my people, and I wil speake : I myselfe will testifie against thee, O Israel; for I am God, even thy God.","7 Clasht, O my phobble, as nee’ms loayrt: nee’ms mee hene feanish y ymmyrkey dt’oï, O Israel; son mish Jee, dy-jarroo yn Jee ayds."
"8 I will not reproove thee because of the sacrifices, or for thy burnt offerings : because they were not alway before mee.","8 Cha der‐yms oghsan dhyt son dty ourallyn, ny son dty hebballyn‐losht: son nagh row ad kinjagh kiongoyrt rhym."
"the sacrifices] thy sacrifices 1581, 1636, 1660, 1662",
9 I wil take no bullocke out of thy house : nor hee goats out of thy folds.,9 Cha jean‐ym soiagh jeh dow erbee ass dty hie: ny goar-yrryn ass dty woaillee.
10 For all the beasts of the forest are mine : and so are the cattels upon a thousand hils.,10 Son lhiam’s ta ooilley maase ny keilley: as myrgeddin ta’n ollagh er thousane cronk.
11 I know all the foules upon the mountaines : and the wilde beasts of the field are in my sight.,11 Shione dou ooilley ny eeanlee t’er ny sleïtyn: as ta maase feïe yn vagher ayns my hilley.
"12 If I be hungry, I wil not tel thee : for the whole world is mine, and all that is therein.","12 My ta mee accryssagh, cha ninsh‐ym dhyts: son ta’n slane seihll lhiam’s, as ooilley ny t’ayn."
,
13 Thinkest thou that I will eate buls flesh : and drinke the blood of Goates?,13 Vel oo smooinaghtyn dy nee‐ym feill teirroo: as dy niu‐ym fuill goair?
,
14 Offer unto God thankesgiving : and pay thy vowes unto the most Highest.,14 Cheb yn oural dy hoyrt‐booise gys Jee: as eeck dty vreearaghyn dasyn smoo Ard;
"15 And call upon me in the time of trouble : so wil I heare thee, and thou shalt praise me.","15 As eïe orryms ayns traa dy heaghyn: myr shen nee’ms geaishtagh rhyt, as nee oo mish y voylley."
"16 But unto the ungodly said God : Why doest thou preach my Lawes, and takest my Covenant in thy mouth?","16 Agh rish ny mee‐chrauee dooyrt Jee: Cre hon t’ow preacheil my leighyn, as goaill my chonaant ayns dty veeall; "
17 Whereas thou hatest to be reformed : and hast cast my wordes behind thee.,17 Fakin dy vel dwoaie ayd er lhiasaghey-bea: as t’ow er hilgey my ghoan cheu-dty-chooyloo.
,"cheu-dty-] 1765, 1769 cheu-dy-"
"18 When thou sawest a thiefe, thou consentedst unto him : and hast bene partaker with the adulterers.","18 Tra honnick oo maarliagh, va dt’aigney lesh: as t’ow er ghoaill ayrn mâroosyn ta brishey poosey."
19 Thou hast let thy mouth speake wickednes : and with thy tongue thou hast set forth deceit.,19 T’ow er choyrt reamys da dty veeall dy loayrt olkys: as lesh dty hengey t’ow er hoiaghey magh molteyraght.
"20 Thou satest and spakest against thy brother : yea, and hast slandered thine owne mothers sonne.","20 Hoie oo, as loayr oo noi dty vraar: dy-jarroo, as t’ow er choyrt scammylt da mac dty vayrey."
"21 These things hast thou done, and I held my tongue, and thou thoughtest wickedly, that I am even such a one as thy selfe : but I wil reproove thee, and set before thee the things that thou hast done.","21 Ny reddyn shoh t’ow er n’yannoo, as chumm mish my hengey; as heill oo dy-olkyssagh dy row mish eer dty lheid hene: agh ver‐yms oghsan dhyt, as soie‐ym kiongoyrt rhyt ny reddyn t’ow er n’yannoo."
,
"22 O consider this, ye that forget God : lest I plucke you away, and there be none to deliver you.","22 O smooinee‐jee er shoh, shiuish ta jarrood Jee: er aggle dy raip‐ym shiu ersooyl, as nagh bee unnane erbee dy livrey shiu."
"23 Who so offereth me thankes and praise, he honoureth mee : and to him that ordereth his conversation right, will I shew the salvation of God.","23 Quoi‐erbee ta chebbal dou booise as moylley, t’eh cur onnor dou: as dasyn, ta reill e ymmyrkey dy-cair, soilshee-yms saualtys Yee."
,
,
Miserere mei Deus. Psal. 51.,"Psal. 51. Miserere mei, Deus."
"Have mercie upon me, O God, after thy great goodnesse : according to the multitude of thy mercies do away mine offences.","1 Jean myghin orrym, O Yee, lurg dty vieys vooar: cordail rish ymmodee dty vyghinyn cur ersooyl my loghtyn."
2 Wash me throughly from my wickednesse : and cleanse me from my sinne.,2 Niee mee dy-bollagh veih m’olkys: as glen mee veih my pheccah.
3 For I knowledge my faults : & my sin is ever before me.,3 Son ta mee goaill‐rish m’oiljyn: as ta my pheccah kinjagh kiongoyrt rhym.
"4 Against thee onely have I sinned, and done this evil in thy sight : that thou mightest bee justified in thy saying, and cleare when thou art judged.","4 Dt’oï’s dty‐lomarcan ta mee er n’yannoo peccah, as er chur rish yn olk shoh ayns dty hilley: dy voddagh oo v’er dty heyrey ayns dty raa, as ynrick tra t’ow briwnys."
,"dty-lomarcan] 1765, 1769 dy-lomarcan; dty heyrey] 1765, 1769 dy heyrey"
,
"5 Beholde, I was shapen in wickednesse : and in sinne hath my mother conceived me.",5 Cur‐my‐ner va mee er my chummey ayns olkys: as ayns peccah ren my voir m’y yiennaghtyn.
"6 But loe, thou requirest trueth in the inward parts: and shalt make me to understand wisedome secretly.","6 Agh cur‐my‐ner, t’ow shirrey firrinys ayns ny ayrnyn er cheu‐sthie: as ver oo orrym toiggal creenaght dy-follit."
,
"7 Thou shalt purge me with Hysope, & I shal be cleane : thou shalt wash me, and I shal be whiter then snow.","7 Nee oo mish y ghlenney lesh hyssop, as bee’m glen: nee oo m’y niee, as bee’m ny s’gilley na sniaghtey."
8 Thou shalt make me heare of joy and gladnesse : that the bones which thou hast broken may rejoyce.,8 Ver oo orrym clashtyn jeh boggey as gennallys: dy vod ny craueyn t’ow er vrishey boggey ’ghoaill.
9 Turne thy face from my sinnes : and put out all my misdeeds.,9 Chyndaa dt’eddin veih my pheccah: as cur ersooyl ooilley my ghrogh‐yannoo.
"10 Make me a cleane heart, O God : and renew a right spirit within me.","10 Croo ayn-ym cree glen, O Yee: as jean ass‐y‐noa spyrryd cairagh cheu‐sthie jee’m."
11 Cast mee not away from thy presence : and take not thy holy Spirit from me.,11 Ny tilg mee ersooyl veih dt’enish: as ny gow dty Spyrryd Casherick voym.
12 O give me the comfort of thy helpe againe : and stablish me with thy free spirit.,12 O cur dou reesht gerjagh dty chooney: as niartee mee lesh dty Spyrryd arryltagh.
13 Then shall I teach thy wayes unto the wicked : and sinners shal be converted unto thee.,"13 Eisht nee’ms dty raaidyn y ynsaghey da ny mee‐chrauee: as bee peccee er nyn jyndaa hoods,"
"14 Deliver me from bloodguiltines, O God, thou that art the God of my health : & my tongue shal sing of thy righteousnes.","14 Livrey uss mee veih loght‐folley, O Yee, uss ta Jee my lhaynt: as nee my hengey arrane y ghoaill jeh dty chairys."
,"Livrey uss mee] 1769, 1777 Livrey mee; loght-folley] 1765 loght-foalley"
15 Thou shalt open my lips (O Lord :) and my mouth shall shew thy praise.,"15 Nee uss my veillyn y osley, O Hiarn: as nee my veeall soilshaghey magh dty voylley."
"16 For thou desirest no sacrifice, els would I give it thee : but thou delightest not in burnt offerings.","16 Son cha vel oo shirrey oural, nonney yinnin dhyt eh: cha vel taitnys ayd ayns chebballyn‐losht."
17 The sacrifice of God is a troubled spirit : a broken and contrite heart (O God) shalt thou not despise.,"17 Ta ourallyn Yee spyrryd seaghnit: cree brisht as arryssagh, O Yee, cha soie uss beg jeh."
18 O be favourable and gracious unto Sion : build thou the walles of Hierusalem.,18 O bee uss foayroil as graysoil da Sion: trogg seose voallaghyn Yerusalem.
"19 Then shalt thou be pleased with the sacrifice of righteousnesse, with the burnt offerings and oblations : then shall they offer yong bullocks upon thine Altar.","19 Eisht nee uss boggey ’ghoaill aynsyn lesh oural dy chairys, ayns ourallyn‐losht as chebballyn: eisht nee ad chebbal dew aegey er dt’altar."
,"aynsyn lesh oural] 1769, 1777 ayns yn oural"
,
,
Quid gloriaris? Psal. 52.,Psal. 52. Quid gloriaris?
"Why boastest thou thy selfe, thou tyrant : that thou canst doe mischiefe?","1 Cre hon t’ow boggyssagh jeed hene, uss hranlaasagh: dy vod oo olk y yannoo;"
2 Whereas the goodnesse of God : endureth yet dayly?,2 Fakin dy vel mieys Yee: farraghtyn foast gagh‐laa?
3 Thy tongue imagineth wickednes : and with lies thou cuttest like a sharpe rasor.,3 Ta dty hengey soit er olkys: as lesh breagyn t’ow giarey goll‐rish skynn yhear.
,yhear] 1819 ghyere
4 Thou hast loved unrighteousnes more then goodnes : and to talke of lies more then righteousnes.,4 T’ow er ny ve ny s’graihee er neu‐chairys na er mieys: as dy haggloo jeh breagyn ny smoo na jeh cairys.
,"er ny ve] 1819 er ve; s’graihagh] 1769, 1777 s’graihee"
5 Thou hast loved to speake all words that may do hurt : O thou false tongue.,5 Va taitnys ayd dy loayrt dy-chooilley ockle oddagh assee y yannoo: O uss hengey oalsey.
"6 Therefore shall God destroy thee for ever : he shall take thee, and plucke thee out of thy dwelling, and roote thee out of the land of the living.","6 Shen‐y‐fa nee Jee oo y stroie er son dy-bragh: gow-ee eh oo, as tayrnee eh oo ass dty chummal, as nee eh oo y astyrt magh ass cheer y sleih bio."
,"gow-ee eh oo] 1769 nee eh dy ghoaill, 1777 nee eh dty ghoaill; tayrnee eh oo] 1769 dy hayrn, 1777 dty hayrn"
"7 The righteous also shall see this, and feare : and shall laugh him to scorne;","7 Hee yn sleih cairal shoh myrgeddin, as gow-ee ad aggle: as nee ad craidey mysh as gearey;"
"8 Lo, this is the man that tooke not God for his strength : but trusted unto the multitude of his riches, & strengthened himselfe in his wickednesse.","8 Jeeagh, shoh’n dooinney nagh ghow Jee son e niart: agh hug e varrant gys e verchys vooar, as ren eh hene y niartaghey ayns e olkys."
"9 As for me, I am like a greene Olive tree in the house of God : my trust is in the tender mercie of God for ever & ever.","9 Er my hon’s, ta mee myr billey‐olive glass ayns thie Yee: ta my hreishteil ayns myghin meigh Yee son dy-bragh as dy-bragh."
"10 I wil alwaies give thanks unto thee for that thou hast done : & I wil hope in thy Name, for thy Saints like it well.","10 Ver‐yms booise dhyt dy-kinjagh son shen ny t’ow er n’yannoo: as nee’m treishteil ayns dt’Ennym, son shynney lesh dty nooghyn eh dy-mie."
,
The x. day.,The 10. day. 
Evening prayer.,EVENING PRAYER.
Dixit insipiens. Psal. 53.,Psal. 53. Dixit insipiens.
The foolish body hath saide in his heart : There is no God.,1 Ta’n peccagh ommijagh er ghra ayns e chree: Cha vel Jee erbee.
,"erbee] 1769, 1777 erbee ayn"
"2 Corrupt are they, and become abominable in their wickednes : there is none that doeth good.","2 T’adsyn er jeet dy ve feer vee‐chrauee, as dwoaiagh ayns yn olkys oc: cha vel unnane erbee ta jannoo dy-mie."
"3 God looked downe from heaven upon the children of men : to see if there were any that would understand, and seeke after God.","3 Yeeagh Jee neose veih niau er cloan gheiney: dy akin row veg jeu yinnagh toiggal, as shirrey lurg Jee."
,
"4 But they are all gone out of the way, they are altogether become abominable : there is also none that doeth good, no not one.","4 Agh t’ad ooilley er gholl ass y raad, t’ad ooilley-cooidjagh er jeet dy ve feohdoil: cha vel unnane myrgeddin ta jannoo dy-mie, cha vel eer unnane."
5 Are not they without understanding that worke wickednesse : eating up my people as if they would eate bread? they have not called upon God.,5 Nagh vel adsyn fegooish tushtey ta gobbraghey olkys: gee seose my phobble myr ee‐agh ad arran? cha vel ad er eamagh er Jee.
,er eamagh] 1819 er n’eamagh
"6 They were afraid where no feare was : for God hath broken the bones of him that besieged thee; thou hast put them to confusion, because God hath despised them.","6 V’ad agglit raad nagh row oyr aggle: son ta Jee er vrishey ny craueyn echeysyn ren soiaghey ort; t’ow er choyrt ad gys nearey, son dy vel Jee er hoiaghey beg jeu."
7 Oh that the Salvation were given unto Israel out of Sion : Oh that the Lord would deliver his people out of captivitie.,"7 Oh, dy jinnagh Jee Saualtys da Israel magh ass Sion: Oh, dy jinnagh y Chiarn e phobble y livrey magh ass cappeeys!"
8 Then should Jacob rejoyce : and Israel should bee right glad.,8 Eisht yinnagh Jacob boggey ’ghoaill: as veagh Israel feer yennal.
,
,
Deus in Nomine. Psal. 54.,"Psal. 54. Deus, in nomine."
"Save me, O God, for thy Names sake : and avenge mee in thy strength.","1 Saue mee, O Yee, er graih dt’Ennym: as gow my phaart ayns dty niart."
"2 Heare my prayer, O God : and hearken unto the wordes of my mouth.","2 Cur clashtyn da my phadjer, O Yee: as eaisht rish goan my veeall."
3 For strangers are risen up against mee : and tyrants (which have not God before their eyes) seeke after my soule.,3 Son ta joarreeyn er n’irree seose m’oï: as ta tranlaasee nagh vel Jee oc roish nyn sooillyn shirrey lurg my vioys.
,
"4 Beholde, God is my helper : the Lord is with them that uphold my soule.","4 Cur‐my‐ner, she Jee m’er‐coonee: ta’n Chiarn mâroosyn ta cummal seose m’annym."
5 He shall reward evil unto mine enemies : destroy thou them in thy trueth.,5 Cooilleenee eshyn olk da my noidyn: jean adsyn y stroie ayns dty ynrickys.
"6 An offering of a free heart will I give thee, and praise thy Name, O Lord : because it is so comfortable.","6 Oural dy chree arryltagh ver‐ym dhyt, as dt’Ennym y voylley, O Hiarn: son dy vel eh cha gerjoilagh."
7 For he hath delivered me out of all my trouble : & mine eye hath seene his desire upon mine enemies.,7 Son t’eh er my livrey ass ooilley my heaghyn: as ta my hooill er vakin e eearree er my noidyn.
,
,
Exaudi Deus. Psal. 55. ,"Psal. 55. Exaudi, Deus."
"Heare my prayer, O God : and hide not thy selfe from my petition.","1 Clasht rish my phadjer, O Yee: as ny follee oo hene veih my accan."
"2 Take heed unto me, & heare me : how I mourne in my prayer, and am vexed.","2 Gow tastey jee’m, as eaisht rhym: kys ta mee gaccan ayns my phadjer, as ta mee seaghnit."
"3 The enemie crieth so, and the ungodly commeth on so fast : for they are minded to doe me some mischiefe, so maliciously are they set against me.","3 Ta lheid yn ullagh er my noid, as ta ny mee‐chrauee cheet orrym cha chion: son t’ad kiarit dy yannoo olk ennagh dou, cha goanlyssagh shen t’ad soit m’oï."
4 My heart is disquieted within mee : and the feare of death is fallen upon me.,4 Ta my chree anveagh cheu‐sthie jee’m: as ta aggle y vaaish er duittym orrym.
5 Fearfulnesse and trembling are come upon mee : and an horrible dread hath overwhelmed mee.,5 Ta aggle as creau er jeet orrym: as ta atchim seaghnagh er my hilgey harrish.
"6 And I saide, Oh that I had wings like a Dove : for then would I flee away, and be at rest.","6 As dooyrt mee, O dy beagh aym skainyn myr t’ec calmane: son eisht etlin ersooyl, as veïn ec fea."
"7 Lo, then would I get me away far off : and remaine in the wildernesse.","7 Cur‐my‐ner, yinnin eisht cosney roym foddey jeh: as fuirraght ayns yn aasagh."
8 I would make haste to escape : because of the stormie winde and tempest.,8 Yinnin siyr dy scapail: kyndagh rish y gheay stermagh as y dorrin.
"9 Destroy their tongues, O Lord, and divide them : for I have spied unrighteousnesse and strife in the Citie.","9 Stroie ny chengaghyn oc, O Hiarn, as cur ad noï-ry‐hoï: son ta mee er vakin neu‐chairys as streeu ayns yn ard‐valley."
10 Day and night they go about within the walles thereof : mischiefe also and sorrow are in the mids of it.,10 Laa as oie t’ad goll mygeayrt ny voallaghyn eck; ta olkys neesht as trimshey ’sy vean eck.
11 Wickednesse is therein : deceit and guile goe not out of their streets.,11 Olkys t’ayn: cha vel molteyraght as foalsaght goll ass ny straidyn oc.
12 For it is not an open enemie that hath done me this dishonour : for then I could have borne it.,12 Son cha nee noid foshlit t’er n’yannoo yn vee‐onnor shoh dou: son eisht oddin v’er ymmyrkey eh.
