Manx,English
Veih eash dy eash t’ou er ny ve,    From Age to Age thou still hast been
Yn sauchys shickyr ain.,       our sure abiding Place.
,
"2 Roish my ren sleïtyn cheet er-ash,","2  Before thou brought’st the Mountains forth,"
Roish ren oo’n seihll y chroo :,"      or th’ earth and World didst frame,"
"V’ou uss yn ooilley-niartal Jee,","    Thou always were the mighty God,"
Nish yn Jee cheddin oo.,      and ever art the same.
,
"3 T’ou caghlaa’n dooinney, Hiarn, gys joan,","3  Thou turnest Man, O Lord, to Dust,"
Ass ren oo ’chummey eh;,      of which he first was made;
"Cha leah’s ta’n sarey raït, Chyndaa,","    And when thou speak’st the Word, Return, "
Sheign biallys y ve.,      ’tis instantly obey’d.
,
4 Son ayns dty hilley thousane bleïn,4  For in thy Sight a thousand Years
Cha vel agh myr un laa ;,"      are like a Day that’s past,"
"Ny myr oor ceaut er dromm ny hoie,","    Or like a Watch in Dead of Night,"
Nagh vel mooar geill ain da.,      whose Hours unminded waste.
,
"5 Goit myr lesh thooilley, ta shin stroit,","5  Thou sweep’st us off as with a Flood,"
As chea myr dreamal oie :,      we vanish hence like Dreams;
"Gaase seose ’sy voghrey, goll-rish blaa",    At first we grow like Grass that feels
Rere myr ta’n ghrian ceau bree.,      the Sun’s reviving Beams:
,
"6 Agh cre-erbee cha glass as te,",6  But howsoever fresh and fair
Cre-wooads yn aalid t’ayn :,      its Morning Beauty shows;
"Te giarit sheese, fiojit, as creen,",    ’Tis all cut down and wither’d quite
My jig y laa gys kione.,      before the Ev’ning close. 
,
"10 Seihll dooinney three feed bleïn as jeih,","10  Our Term of Time is seventy Years,"
Stiark ta goll seose er shen ;,       an Age that few survive;
As my ta fer erbee cha trean,"     But if, with more than common Strength,"
Dy heet gys kiare feed blein.,       to Eighty we arrive;
,
11 E hroshid eisht cha bee eh veg,"     Yet then our boasted Strength decays,"
Agh trimshey as angaish ;,       to Sorrow turn’d and Pain:
"Snaih’n vea (ta faase) vees brisht, as eisht,","     So soon the slender Thread is cut,"
Geyre farkiaght er ta’n baase.,       and we no more remain.
,
PSALM XCV.,Psalm 95.
   Lesh greïnyn kiaullee as coraa,"1   O Come, loud anthems let us sing,"
Lhig dooin coyrt booise da Jee ;,     loud thanks to our Almighty King;
"As boggey mooar ghoaill ayns y chreg,",     For we our voices high should raise 
Er ta nyn sauchys lhie.,     when our salvation’s rock we praise.
,
2   Stiagh ayns e enish lhig dooin cheet,"2   Into his presence let us haste,"
Lesh moylley arrymagh ;,     to thank him for his favors past;
"Soilshagh nyn mooise lesh gennallys,",     To him address in joyful songs
As psalmyn eunyssagh.,     the praise that to his Name belongs.
,
"3   Corneilyn sodjey magh yn ooir,","4  The depths of Earth are in his hand,"
Ta echey ayns e laue ;,    her secret wealth at his command;
Ta niart ny croink myrgeddin lesh,"    the strength of hills that threat the skies,"
’Syn order hug eh daue.,    subjected to his empire lies.
,
"5   She eshyn ren y faarkey mooar,",5   The rolling Ocean’s vast abyss
Cur voalley lajer mysh ;,     by the same sovereign right is his:
As lesh e phooar ren eh goardrail,"    ’Tis moved by his Almighty hand,"
Yn thalloo dy heet rish.,     that formed and fix’d the solid land.
,
"6   O tar-jee, lhig dooin ooashley ’choyrt,","6   O let us to his courts repair,"
As loobey sheese nyn ghlioon ;,     and bow with adoration there;
"As croymmey gys y Chiarn nyn Yee,",     Down on our knees devoutly all
Yn Jee hug toshiaght dooin.,     before the Lord our Maker fall.
,
PSALM C.,Psalm 100.
"1 O Ooilley shiuish fir-vaghee’n theihll,","1,2 With one Consent let all the Earth "
Trog-jee kiaull ghennal gys y Chiarn :,        to God their chearful Voices raise;
"Eeck-jee nyn geesh da dy creeoil,",    Glad Homage pay with awful Mirth
Insh-jee e voylley ayns arrane.,        and sing before him Songs of Praise. 
,
2 She eh yn Jee mooar ynrycan,"3  Convinc’d that he is God alone,"
Liorish ta shin as ooilley bio :,       from whom both we and all proceed;
"Shin t’eh er reih e phobble hene,","    We, whom he chuses for his own,"
Yn shioltane t’er nyn vassagh fo.,       the Flock which he vouchsafes to feed. 
,
"3 Er e ghiat cash’rick gow-jee stiagh,","4  O enter then his Temple Gate,"
As ayns e choort tra vees shiu sthie;,"       thence to his courts devoutly press,"
"Gow-jee arraneyn eunyssagh,","    And still your grateful hymns repeat,"
Gys moylley’n Jee ta riu cha mie.,       and still his Name with Praises bless. 
,
"4 Son mie ta’n Chiarn ’skyn smooinaghtyn,","5  For he’s the Lord supremely good,"
E vyghinyn rieau shickyr va ;,        his Mercy is for ever sure:
"Feer ta e ghoo, as farraghtyn,","    His Truth, which all times firmly stood,"
Veih eash dy eash er son dy bra.,       to endless Ages shall endure.
,
,
,
PSALM CIII.,Psalm 103.
PART II.[12],
13 Jeeagh-jee cre’n chymmey ta ec ayr,"13 Yea, like as a father pitieth his own children: even so is the Lord merciful unto them that fear him."
Jeh ’phaitchyn ayns nyn veme;,
"Cha chymmoil cheddin daue ta Jee,",
T’ayns aggle ersyn geam.,
,
"14 Eh ren shin shione nyn niart, cre te,",14 For he knoweth whereof we are made: he remembereth that we are but dust.
As cre’n stoo ta shin jeh ;,
"Cre cha annoon ta’n dooghys ain,",
Nagh vel agh ooir as cray.,
,
"15 Cre’n aght ta dooinney shymley ass,",15 The days of man are but as grass: for he flourisheth as a flower of the field.
As fioghey goll-rish faiyr ;,
"Ny myr y blaa jiu aalin gaase,",
Agh mairagh skeilt er laare.,
,
"16 Yn viljid as yn aalid t’ayn,","16 For as soon as the wind goeth over it, it is gone: and the place thereof shall know it no more."
Lesh feoght yn aer hed mow ;,
"E ghuilley waagh chyndaa gys joan,",
Cha vaik oo ad ny smoo.,
,
PSALM CXVI.,Psalm 116.
Sacramental.,
O cre’n chyndaa ver-yms da Jee,"12,13  Then what Return to him shall I"
Son mooads e vannaghtyn ?,          for all his Goodness make?
"Feeyn y taualtys nee’m y ghoaill,","       I’ll praise his Name, and with glad Zeal"
Er baase Chreest cooinaghtyn.,          the Cup of Blessing take.
,
"Kainlt hoods, O Hiarn, son whilleen foays,","16  By various Ties, O Lord, must I"
Shegin dou hood biallys ;,         to thy Dominion bow;
"Son va mee roie mac dt’ inney-veyl,","      Thy humble Handmaid’s Son before,"
Agh t’ou er m’ eaysley nish.,         thy ransom’d Captive now!
,
"Oural dy voylley chebbym dhyt,","17,18  To Thee I’ll Off’rings bring of Praise;"
Son dt’ ennym casherick ;,"          and, whilst I bless thy Name,"
As fenish dty slane agglish noo,      The just Performance of my Vows
My vreearrey nee’m y eeck.,         to all thy Saints proclaim.
,
"Meetee ad ayns Jerusalem,","19  They in Jerusalem shall meet,"
"’Sy chiamble dagh unnane,","         and in thy House shall join,"
"Coyrt moylley dhyts lesh un choraa,","      To bless thy Name with one Consent,"
As mâryms goalll arrane.,         and mix their Songs with mine.
,
PSALM CXVII.,Psalm 117.
"1 Ashoonee, cur-jee gloyr da’n Chiarn,",1  With chearful Notes let all the Earth
Lesh boggey eunyssagh ;,       to Heav’n their Voices raise;
"Lhig ooilley’n seihll lesh un choraa,","    Let all, inspir’d with godly Mirth,"
Goaill ayrn ’sy chiaulleeaght.,       sing solemn Hymns of Praise.
,
"2 E vyghin veiygh ta skeaylt dy lhean,","2  God’s tender Mercy knows no Bound,"
E chairys gyn caghlaa ;,       his Truth shall ne’er decay:
"Dy gennal eisht eeck-jee nyn geesh,",    Then let the willing Nations round
Dy ghloyr as moylley da.,       their grateful Tribute pay.
,
PSALM CXIX.,Psalm 119.
"1 O maynrey ad ta kinjagh shooyl,",1  How bless’d are they who always keep
Ayns raaidyn jeeragh Yee ;,       the pure and perfect Way!
"Ta streeu dy reayll yn cassan cair,",    Who never from the sacred Paths
Gyn skyrraghtyn erbee.,       of God’s Commandments stray!
,
2 O maynrey ad ta gys e leigh,2  Thrice bless’d! who to his righteous Laws
Coyrt biallys creeoil ;,       have still obedient been;
"Lesh jeeanid anmey imlee guee,",     And have with fervent humble Zeal
Dy yannoo eh foayroil.,       his Favour sought to win!
,
"3 Nyn lheid ta kinjagh er nyn dwoaie,",3  Such men their utmost Caution use
Veih caslys olk dy chea ;,       to shun each wicked Deed:
Tastagh dy reayll yn raad ta roue,     But in the Path which he directs
Nagh gaill ad shilley jeh.,       with constant Care proceed.
PART II.,
"Dy hoiggal dt’ annaghyn reeoil,","4  Thou strictly hast enjoin’d us, Lord,"
"Ta’n sarey ayd’s, O Yee,",       to learn thy sacred Will;
As ad dy reayll nyn gurrym ard,     And all our Diligence employ
Lesh jeeanid smoo nyn gree.,        thy Statutes to fulfil.
,
Oh eisht dy beagh eh dt’ aigney mie,5  O then that thy most holy Will
Trooid ooilley coorse my vea ;,       might o’er my Ways preside!
"Dy hoiagh roym cre’n aght nee’m shooyl,",    And I the Course of all my Life
Uss my haualtagh bra.,       by thy Direction guide!
,
Lesh dunnallys bee eisht my chree,"6  Then with Assurance should I walk,"
"Ec fea ayns slane treishteil,",       from all Confusion free;
"Ayns gerjagh smoo dy vel my vea,","    Convinc’d, with Joy, that all my Ways"
Rish dt’ annaghyn coardail.,       with thy Commands agree.
,
9 Cre’n aght yiow’n dooinney aeg yn skhleï,9  How shall the Young preserve their Ways
Dy kiart e vea ’leeideil ?,       from all Pollution free?
Lesh jannoo kinjagh dt’ annaghyn,     By making still their Course of Life
E sca veih broid yn ’eill.,       with thy Commands agree.
,
"Lesh arryltys my chree ta soit,","10  With hearty Zeal for thee I seek,"
Dy yeeaghyn er dty hon ;,        to thee for Succour pray;
"Veih dt’ annaghyn ny lhig dou, Hiarn,",     O suffer not my careless STEPS
Chyndaa er-shaghyryn.,        from thy right paths to stray.
,
Dowin ayns my chree dty ghoo ta soit,"11  Safe in my Heart, and closely hid,"
My stoyr nagh jean failleil ;,"        thy Word, my Treasure, lies;"
"Nee cooney lhiam dy reayll fo chosh,","     To succour me with timely Aid,"
Mee-viallys yn eill.,       when sinful Thoughts arise.
,
"My annym booisal, myr shoh reilt,","12  Secur’d by that, my grateful Soul"
Dy kinjagh ver dhyt gloyr ;,       shall ever bless thy Name:
"Veih’n traa shoh magh, lhig da my vea","      O teach me then by thy just Laws,"
Ve coadit lesh dty phooar.,        my future Life to frame.
,
"33 Ynsee mee ayns dty leighyn, Hiarn,","33  Instruct me in thy statutes, Lord,"
Dty raaidyn soilshee dou ;,        thy righteous Paths display;
"Ooilley my laghyn eiyr-yms daue,","      And I from them, through all my Life,"
Cha jem er-shaghryn voue.,       will never go astray.
,
34 My nee uss creenaght y chur dou,34  If thou true Wisdom from above
Yn creenaght flaunyssagh ;,"        wilt graciously impart,"
"Nee’m goaill dty leighyn gys my chree,",      To keep thy perfect Laws I will
As freill-ym ad dy bragh.,        devote my zealous Heart.
,
35 Jean uss ayns cassan rea dty ghoo,35  Direct me in the sacred Ways
My immeeaght kiart leeideil ;,        To which thy Precepts lead;
"Ny lhig da’n caslys sloo dy olk,",      Because my chief Delight has been
M’y chummal fo e reill.,        thy righteous Paths to tread.
,
Orryms fo kiangley dty harvaant,"38  Confirm the Promise which thou mad’st,"
Cur soilshey gennal dt’ oaie ;,        and give thy Servant Aid [...]
Dy hoiggal as dy reayll dty ghoo,36  Do thou to thy most just Commands 
Lesh jeeanid lhieen my chree.,        incline my willing Heart [...]
,
"89 Dy bragh, O Hiarn, as son dy bragh,","89  For ever, and for ever, Lord,"
Dty stayd cha bee ec kione ;,        unchang’d thou dost remain;
Trooid ooilley’n aer t’ou cummal seose,"      Thy Word, establish’d in the Heav’ns,"
Dy chooilley chruinnyd t’ayn.,        does all their Orbs sustain.
,
Veih eash gys eash ta dt’ ynrickys,"90  Thro’ circling Ages, Lord, thy Truth"
Gyn scughey shassoo beayn ;,"        immoveable shall stand,"
"Ta’n ooir myrgeddln shickyr soit,","      As doth the Earth, which thou uphold’st"
Lesh dty phooar niartal hene.,        by thy Almighty Hand.
,
"Ta dagh nhee t’ayn cur lhieu nyn goorse,",91  All things the Course by thee ordain’d
Myr ren oo daue pointeil ;,        ev’n to this Day fulfil;
"T’ad ooilley bial da dty phooar,","     They are the faithful Subjects all,"
Sharvaantyn fo dty reill.,        and Servants of thy Will.
,
"Hee’m dy bee jerrey er dagh nhee,",96  I’ve seen an End of what we call
"Nagh var ad son dy bra,",        Perfection here below:
"Agh lheead dty leighyn’s goll rhyt hene,","      But thy Commandments, like Thyself,"
Cha jean dy bragh caghlaa.,        no Change or Period know.
,
PSALM CXXII.,Psalm 122.
S’mooar va my voggey eunyssagh,1  O ’Twas a joyful Sound to hear
"Tra cheayll mee’n pobble gra,","       our Tribes devoutly say,"
"Lhig dooin goll seose gys thie yn Chiarn,","    Up, Israel, to the Temple haste,"
Shirveish dy yannoo da.,        and keep your Festal Day.
,
"Gys shen, lhig dooin nyn gesmadyn",2  At Salem’s Courts we must appear
Dy cheilley y leeideil ;,"       with our assembled Pow’rs,"
"Son shen y raad, ta Jee ny ghloyr","3  In strong and beauteous Order ranged,"
Coyrt bannaght as speedeil.,       like her united Tow’rs.
,
"Gys shen, myr tribeyn Israel","4  ’Tis thither, by Divine Command,"
Lhig dooin goll seose as guee ;,"       the Tribes of God repair,"
"Moylley, as gloyr, as booise dy bragh",     Before his Ark to celebrate
Da’n ooilley-niartal Ree.,       his Name with Praise and Pray’r.
,
Son shen y raad t’eh soilshagh dooin,"5  Tribunals stand erected there,"
E vriwnys as e ghrayse ;,       where Equity takes place [...]
"O gow-jee padjer eisht gys Jee,","6  O pray we then for Salem’s Peace,"
Son shee as myghin d’ aase.,       for they shall prosp’rous be [...]
,
O bannit son dy bragh t’ad shen,7  May Peace within thy sacred Walls
Ta son dty vaynrys guee ;,"       a constant Guest be found,"
"Shee dy row ayns dty voallaghyn,",     With Plenty and Prosperity
As ayns dty chooyrtyn shee !,       thy Palaces be crown’d.
,
"Feoiltys as palchey dy row lhiat,","8  For my dear Brethren’s sake, and Friends"
As shoh my phadjer jeean ;,"       no less than Brethren dear,"
My chaarjyn as my ainjyssee,"     I’ll pray, — May Peace in Salem’s Tow’rs"
Dy chosney’n bannaght beayn.,       a constant Guest appear.
,
"S’mooar ta my ghraih son thie yn Chiarn,","9  But most of all I’ll seek thy Good,"
As shen-y-fa nee’m streeu ;,"       and ever wish thee well,"
Dy voddym son my aigney mie,"     For Sion and the Temple’s sake,"
Ve jeh dty vyghin feeu.,       where God vouchsafes to dwell.
,
PSALM CXXXV.,Psalm 135.
"O cur-jee moylley ard da’n Chiarn,","1  O Praise the Lord with one Consent,"
"Jeh ’ennym sheer gimraa,",       and magnify his Name;
"As jean-jee shiuish, shirveishee’n Chiarn,",     Let all the Servants of the Lord
Ard voylley feeu ’chur da.,       his worthy Praise proclaim.
,
2 O moyll-jee eh shiuish ta tendeil,2  Praise him all ye that in his House
E hie lesh jeeanid cree ;,       attend with constant Care;
"Marish y vooinjer t’ec y voard,",    With those that to his outmost Courts
Coyrt moylley cooie da’n Ree.,       with humble Zeal repair.
,
"3 Ta’n Chiarn graysoil, gow-jee arrane","3  For this our truest Int’rest is,"
Lesh boggey-flaunyssagh ;,       glad Hymns of Praise to sing;
"Dy eeck nyn geesh dy voylley cair,","    And with loud Songs to bless his Name,"
Cre ta cha eunyssagh ?,       a most delightful thing.
,
PSALM CXLIII.,Psalm 143.
"Eaisht rish my ghuee, Hiarn, as gys m’ eam","1  Lord hear my Pray’r, and to my Cry"
Cur cleaysh as bee foayroil ;,       thy wonted Audience lend;
As lurg dty ghialdyn firrinagh ;,    In thy accustom’d Faith and Truth
Cur dou ansoor graysoil.,       a gracious Answer send.
,
2 Ec stoyl dty vriwnys dy ve try’t,2  Nor at thy strict Tribunal bring
Ny briwnys mee dy geyre ;,       thy Servant to be try’d;
Son ayns dty hilley dooinney bio,    For in thy Sight no living Man
Cha vel veih peccah seyr.,       can e’er be justify’d.
,
"5 Smooin-ym er laghyn foddey ceaut,","5  I call to mind the Days of old,"
As yindyssyn dty laue ;,       and Wonders thou hast wrought:
Er cre cha mennick ta dty phooar,    My former Dangers and Escapes
Er my livrey ayns gaue.,       employ my musing Thought.
,
6 Lesh padjer imlee sheeyn-ym hood,6  To thee my Hands in humble Prayer
Dy jeean my laueyn magh ;,       I fervently stretch out;
"My chree ort geam, myr thalloo losht","    My soul for thy Refreshment thirsts,"
Feme fliaghey ymmyrchagh.,"       like Land oppress’d with Drought,"
,
"7 Eaisht rhym dy leah, ta mee failleil,",7  Hear me with Speed; my Spirit fails;
"Voym, Hiarn, ny chyndaa dt’ oaie,","       thy Face no longer hide,"
"Nagh bee’m goll roo ta gyn treishteil,","    Lest I become forlorn, like them"
Heese dowin nyn lhie ’syn oaie.,       that in the Grave reside.
,
"8 Dty aigney graihagh soilshee dou,","8  Thy Kindness early let me hear,"
Son ta my varrant ort;,       whose Trust on thee depends;
Jeeagh dou yn raad ayn lhisin shooyl,    Teach me the Way where I should go;
Hood dy vod m’ annym troailt.,       my Soul to thee ascends.
,
"10 Uss, uss, my Yee, gys dt’ aigney mie,","10 Thou art my God, thy righteous Will"
Ynsee dou biallys ;,       instruct me to obey;
"Lhig da dty Spyrryd my leeideil,",     Let thy good Spirit lead and keep
Ayns raad ny ynrickys.,        my Soul in thy right Way.
,
PSALM CXLV.,Psalm 145.
"Ard-voylley dhyt, O Hiarn, my ree","1,2  Thee I’ll extol, my God and King,"
Ard-ooashley dhyt dy bra ;,        Thy endless Praise proclaim;
Dy choyrt dhyt booise choud as vee’m bio,"      This Tribute daily I will bring,"
My churrym kainlt gagh-laa.,        and ever bless thy Name.
,
"3 Dty ghloyr, O Hiarn, cha vod my ghlare","3   Thou, Lord, beyond Compare art great,"
’Chur magh lesh ooashley feeu ;,        and highly to be prais’d;
"4 Dty ooashley t’eh erskyn my phooar,","     Thy Majesty, with boundless Height,"
Dy chormal lesh my ghoo.,        above our Knowledge rais’d.
,
5 Dty obbraghyn bee cooinaght jeu,"4   Renown’d for mighty Acts, thy Fame"
Gys earishyn gyn kione ;,        to future Times extends;
6 Ooashley dty ghloyr ta soilshit magh,     From Age to Age thy glorious Name
Ayns firrinys dty ghoan.,        successively descends.
,
7 Tra vees dty voylley as dty ghloyr,"5,6  Whilst I thy Glory and Renown,"
Ayns bingys soilshit magh ;,        and wond’rous Works express;
Lhig dagh sheeloghe lesh un arrane,"      The world with me thy Might shall own,"
Goaill ayrn ’sy chiaulleeaght.,        and thy great Pow’r confess.
,
8 Dty ghraih hymmoil as surranse liauyr,"7   The Praise that to thy Love belongs,"
T’ad gerjaghey sheelnaue ;,        they shall with Joy proclaim [...]
9 Dty vyghin veiygh dy bragh erskyn,8   The Lord is good; fresh Acts of Grace
Eer obbraghyn dty laue.,       his Pity still supplies [...]
,
10 Dty obbraghyn t’ad fockley magh,"9,10 Thy Love thro’ Earth extends its Fame,"
Dty voylley as dty ghloyr ;,        to all thy Works exprest;
"Dty nooghyn taggloo jeh dty niart,","     These shew thy Praise, whilst thy great Name"
Dty vieys as dty phooar.,        is by thy Servants blest.
,
12 Dty stoyl reeoil ayns stayd te soit,"13 His stedfast Throne, from Changes free,"
"Te stoamit magh dy lhean,",       shall stand for ever fast;
"Reill dty reeriaght te farraghtyn,","     His boundless Sway no End shall see,"
As rish dty phooar co-beayn.,       but Time itself out-last.
,
"14 T’ou sheeyney magh dty laue, O Hiarn,","14,15 The Lord does them support that fall,"
As troggal seose y boght;,         and makes the Prostrate rise;
T’ou cooney lesh dagh ymmyrchagh,"      For his kind Aid all Creatures call,"
Ta ceau e hraa gyn loght.,        who timely Food supplies.
,
21 Lesh rere my phooar nee’m goaill arrane,"21 My Time to come, in Praises spent,"
"Dy voylley hoods, O Hiarn,","        shall still advance his Fame,"
As lhig dy chooilley eill cur booise,     And all Mankind with one Consent
Choud as vees seihll er-mayrn.,        for ever bless his Name.
,
PSALM CXLV.[13],Psalm 145.
"Dhyts ver-ym booise, my Hiarn as ree,","1,2  Thee I’ll extol, my God and King,"
Dty voylley hoilsh-ym magh ;,        Thy endless Praise proclaim;
"Shoh currym goym myr keesh dy eeck,","      This Tribute daily I will bring,"
As bannee-ym oo dy bragh.,         and ever bless thy Name.
,
T’ou Chiarn erskyn yn roshtyn ain,"3   Thou, Lord, beyond Compare art great,"
Dy choyrt dhyt moylley cair ;,        and highly to be prais’d;
"Dt’ ard-ooashley ta erskyn nyn maght,","     Thy Majesty, with boundless Height,"
Ta’n tushtey ain ro ghiare.,        above our Knowledge rais’d.
,
"Dty obbyr niartal trooid y theihll,","4   Renown’d for mighty Acts, thy Fame"
"Vees loayrit jeh dy bra,",        to future Times extends;
Dt’ ennym gloyroil veih eash dy eash,     From Age to Age thy glorious Name
Vees kinjagh er n’imraa.,        successively descends.
,
"Tra ta mish loayrt jeh dt’ obbraghyn,","5,6  Whilst I thy Glory and Renown,"
"As soilshagh magh dty ghloyr,",        and wond’rous Works express;
Eisht marym’s nee yn seihll goaill-rish,"     The World with me thy Might shall own,"
Dty niart as mooads dty phooar.,        and thy great Pow’r confess.
,
Cooinaghtyn jeh dty chenjallys,"7   The praise that to thy Love belongs,"
"Vees soilshit trooid y theihll,",        they shall with Joy proclaim;
"Jeh dt’ ynrickys ghoys ad arrane,",     Thy Truth of all their grateful Songs
Cha jed eh ass nyn meeal.,        shall be the constant Theme.
,
"Yn Chiarn t’eh dooie as myghinagh,",8   The Lord is good; fresh Acts of Grace
"Arryltagh dy hauail,",        his Pity still supplies;
E chorree shooyl lesh kesmad moal,"     His Anger moves with slowest pace,"
E vyghin cheet nyn gwaill.,        his willing Mercy flies.
,
"Dty ghraih ta roshtyn trooid y theihll,","9,10 Thy love thro’ Earth extends its Fame,"
"Gys dagh nhee ren oo ayn,",         to all thy Works exprest;
"Dty nooghyn coyrt dhyt moylley’s gloyr,","     These show thy Praise, whilst thy great Name"
As booisal er y hon.,         is by thy Servants blest.
,
"Gloyr dty reeriaght kiongoyrt roo soit,","11 They, with the glorious Prospect fir’d,"
"Te greesagh ad dy loayrt,",        shall of thy Kingdom speak;
"As da dty phooar smoo niartal ard,","     And thy great pow’r, by all admir’d,"
"Bee moylley er ny choyrt,",        their lofty Subjects make.
,
"Dty stoyl-reeoil ta shickyr soit,","13 His stedfast Throne, from Changes free,"
"Gyn scughey ny caghlaa,",        shall stand for ever fast;
"Dty lorg lesh pooar nee kinjagh reill,","     His boundless sway no End shall see,"
Lurg kione ve er dagh traa.,        but Time itself out-last.
,
"Sooill dagh cretoor ort’s, Hiarn, ta fieau,","16 What’er their various Wants require,"
Son cooney hood’s t’ad geam :,        with open Hand he gives;
"Dty laue t’ou fosley, as coyrt daue,",     And so fulfils the just Desire
Dy chooilley nhee t’ad feme.,       of ev’ry thing that lives.
,
"Ynrick ta’n Chiarn, e raaidyn kiart,",19 He grants the full Desires of those
E vyghin kinjagh meiygh :,        who him with Fear adore;
"Er-gerrey daue ta huggey geam,","     And will their Troubles soon compose,"
Ayns firrinys nyn gree.,        when they his Aid implore.
,
"My hraa ta roym neem’s y vaarail,","21 My time to come, in Praises spent,"
"Ayns dty hirveish, O Hiarn,","        shall still advance his Fame,"
"As lhig dy chooilley eill cur booise,","     And all Mankind, with one Consent,"
Choud as vees seihl er-mayrn.,        for ever bless his Name.
,
PSALM CXLVI.,Psalm 146.
"O m’ annym,eeck da’n Chiarn e cheesh","1,2  O Praise the Lord, and thou, my Soul"
Dy voylley ard dy bra ;,         forever bless his Name;
As gow arrane jeh mieys Yee,"      His wond’rous Love, while Life shall last,"
Ta coadey oo gagh laa.,         my constant Praise shall claim.
,
2 Ny cur dty hreisht ayns Prince erbee,"3  On Kings, the greatest Sons of Men,"
Ny foast ayns niart yn eïll ;,        let none for Aid rely;
Son s’moal y chooney t’ayns nyn laue,"     They cannot save in dang’rous Times,"
Voish seaghyn dy endeil.,        nor timely Help apply.
,
"3 Spooilt jeh nyn ennal t’ad goll mow,","4  Depriv’d of Breath, to Dust they turn,"
T’ad tuittym reesht ayns joan ;,"        and there neglected lie,"
"Ayns loauys eajee coayl nyn mree,",     And all their Thoughts and vain Designs
Nyn niart as stayd ec kione.,        together with them die.
,
"4 Eisht s’maynrey t’eh ta ’varrant soit,","5  Then happy he, who Jacob’s God"
Son coadey er e Yee ;,        for his Protector takes;
"Ta goaill Jee Yacob son e niart,","     Who still, with well-plac’d Hope, the Lord"
T’eh ceau e hraa ayns shee.,        his constant Refuge makes.
,
"5 Son Jee ren niau, yn ooir, as keayn,","6  The Lord, who made both Heav’n and Earth,"
As dagh nhee ayndoo ta :,"        and all that they contain,"
"E ghialdynys t’eh cummal seose,","    Will never quit his stedfast Truth,"
As niartal son dy bra.,        nor make his Promise vain.
,
"6 Yn boght cha lhig eh ve gyn cour,","7  The Poor opprest, from all their Wrongs"
Tra huittys eh ayns feme;,        are eas’d by his Decree;
"Ny accryssee t’eh jannoo magh,","     He gives the Hungry needful Food,"
As clashtyn rish nyn eam.,        and sets the Pris’ners free.
,
"7 Yn joarree as yn chloan gyn-ayr,"," 8  By him the Blind receive their Sight,"
Ta ard-chiarailys Yee ;,        the Weak and Fall’n he rears;
Dy veaghey lesh y palchey smoo,     With kind Regard and tender Love
Yn traa t’ad huggey roie.,        he for the Righteous cares.
,
8 Trimshey’n ven-treoghe tra t’ee ayns feme,"9  The Strangers he preserves from Harm,"
Ta Jee coyrt tastey da ;,"        the Orphan kindly treats,"
"Agh raaidyn olk mee-viallee,","     Defends the Widow, and the Wiles"
T’eh bun-ry-skyn chyndaa.,        of wicked Men defeats.
,
"Ta’n ooilley-niartal Chiarn ny ree,","10  The God, that does in Sion dwell,"
Dy bragh ayns Sion reïll ;,        is our eternal King:
Veih eash dy eash ta ’phooar goll magh,     From Age to Age his Reign endures;
As roshtyn er y theihll.,        let all his Praises sing.
,
PSALM CXLVII.,Psalm 147.
"O Moyllee-jee yn Chiarn t’ayns niau,","1  O Praise the Lord with Hymns of joy,"
As insh-jee magh e ghoo ;,        and celebrate his Fame;
"Son s’mie as stooamey t’eh dy loayrt,","     For pleasant, good, and comely ’tis"
Ayns booise da ’ennym noo.,        to praise his holy Name.
,
"Yn cree ta brisht lesh seaghyn trome,","3,4  He kindly heals the broken Hearts,"
Dy leah t’eh jannoo slane ;,        and all their Wounds does close;
As earroo ny rollageyn heose ;,"      He tells the Number of the Stars,"
T’eh coontey dagh unnane.,       their sev’ral Names he knows.
,
S’mooar ta yn Chiarn as s’mooar e niart,"5,6  Great is the Lord, and great his Pow’r,"
E chreenaght as e phooar;,         his Wisdom has no Bound;
"Ny meen t’eh troggal, agh drogh leih","      The Meek he raises, and throws down"
T’eh lhieggal gys yn ooir.,         the Wicked to the Ground.
,
"Gys Jee nyn Jiarn, arraneyn bing","7  To God, the Lord, a Hymn of Praise"
Gow-jee lesh ard-choraa.,        with grateful Voices sing;
"Er greïnyn kiaullee, dy creeoil,","     To songs of Triumph tune the Harp,"
Coyrt booise as moylley da.,        and strike each warbling String.
,
Ny sleityn heose as coanyn wass,"[8b]  Thro’ him, on Mountain-tops, the Grass"
T’eh jannoo magh lesh troar ;,         With wondrous Plenty grows.
"Myr shoh ta dagh cretoor goaill ayrn,",
Jeh ’vieys as e ’oayr.,
,
"Son maase as ollagh t’eh kiarail,","9  He, savage Beasts, that loosely range,"
Nyn veme t’eh cur-my-ner ;,        with timely Food supplies;
"As eer son eeanlee feïe yn aer,","     He feeds the Ravens tender Brood,"
Yn traa t’ad geamagh er.,        and stops their hungry Cries.
,
"Yn aer t’eh coodagh doo as dowin,","8a  He covers Heav’n with Clouds, and thence"
Lesh bodjallyn as kay ;,
"Laadit lesh fliaghey as lesh druight,",        refreshing Rain bestows;
Yn ooir dy yannoo meay.,
,
"Cha nee er niart yn dooinney trean,","10  He values not the warlike Steed,"
Dy chooney lesh t’eh treisht ;,        but does his Strength disdain;
"Ny foast er troshid mooar y niagh,","     The nimble Foot that swiftly runs,"
