Manx,English
"dhyts son stoyl-coshey, injil tilgit sheese. ","be yours for a foot-stool, cast down low."
Eisht bee dty nooghyn reaghit veih’n cholvane [344] ,Then your saints will be separated from the flock
"ta hannah deyrit, gennal goaill arrane ","that is already condemned, merrily singing"
dy voylley ard; carallyn eunyssagh     [345],songs of high praise; delightful carols
"as psalmyn millish, kiaull ving flaunyssagh ","and sweet psalms, melodious celestial music"
"hoods, Ooilley-niartal; hoods, Jee smoo gloyroil, ","to you, Almighty; to you, God most glorious,"
"share, s’creeney, s’cairal, ’skyn dagh graih graysoil. ","best, wisest, most righteous, gracious above all love."
"Mish vees nyn mean, myr oardit foyds, y kione ","I will be in their midst, as ordered under you, the leader"
"goaill wooid my phooar, ’s chyndaa gloyr er y hon. ","taking my power from you, and exchanging it for glory."
"Eisht myr v’ou hoshiaght, bee oo son dy bragh  [346]","Then, as you were in the beginning, you will be for ever"
ooilley ayns ooilley: un Jee firrinagh.’ ,all in all: one true God.’
,
"Shoh grait, as crommey gys y phooar ayroil,    [347]","This said, and bowing to the paternal authority,"
"ayns e laue yesh, yn chlat-reill ren eh ’ghoaill.     [348]",in his right hand he took the royal sceptre.
"As fainagh caggee niartal aarloo va,     [349]",And a mighty war chariot was prepared
"er queeylyn ard, aght mirrillagh chyndaa ","on high wheels, turning in a miraculous way"
"jeu hene, gyn tayrn; dy ooillian ad, v’ayndoo    [350] ","of themselves, without pulling; to drive them, there was in them"
"sp’ryd niartal bio, myr pooar y chrootagh noo. ","a mighty vital spirit, as the power of the divine creator."
"Queeyl sthie ayns queeyl va roie, as dagh unnane, ","A wheel ran inside a wheel, and each one"
"goll-rish roltageyn, va lesh sooillyn lane, ","was full of eyes, like stars,"
"spraih lossey jiarg, as chentyn taarnee cheh,   [351]","spraying red flame, and hot thunderbolts, "
"as dorrin agglagh, loayrt nagh voddym jeh. ","and a storm, unspeakably awful.   [352]"
Kiare Pooaryn ard ayns cummey cherubin—,Four high Powers in the form of cherubs—
"shey-jeig (oh yindys!) v’oc dy eddinyn, ","sixteen (O wonder!) faces they had,"
kiare ec dagh Pooar; as va nyn gorp as eddin ,four on each Power; and their bodies and faces
"chiu soit lesh sooillyn, ceau magh aile myrgeddin,","were set thick with eyes, also throwing out fire, "
"as roish yn ainagh virrillagh v’ad roie,","and they ran, in its direction, ahead of the miraculous "
"’naght myr va-iee stiurey, ayn va’n ree ny hoie [353]","chariot, in which the king was seated"
"er stoyl ard-sollys, jeant jeh lheid y stoo ","on a resplendent throne, made of the same material"
shen jeh chie chaayr e ayrey hene er croo.   [354],as that of which his own father’s seat was made.
Cootagh dy hoiljey sollys v’er e skyn ,A canopy of brilliant light was over it
as goullyn greiney scallal magh veih ’vun.   [355],and sunbeams radiating from its base.
"E vhow ’s ’hideyn, as stoyr e ghreinyn caggee  [356]","His bow and arrows, and a store of his weapons of war"
as boltyn taarnee jiarg v’er rish e lhiattee. ,and red thunderbolts was on it by his side.
"Thousane thousane dy ainlyn v’er dagh cheu, ","A thousand thousand angels were all around,"
goll myr va’n ainagh reeoil scughey lhieu.   [357],moving as the royal chariot led them.
,
"Myr shoh chie Jee yn Mac er e yurnah, ","Thus God the Son went on his journey,"
cha leah as hoiljee soiljey yn trass laa. ,as soon as the light of the third day appeared.
"E ghloyr ghial v’er ny akin foddey ’s gerrit,     [358]","His bright glory was seen far and near,"
"agh liorish armee Viall v’eh hoshiaght ennit, ","but by Michael’s army he was first recognized,"
as boggey mooar ren er nyn gree’ghyn lhieeney ,and great joy filled their hearts
dy voghe ad er nyn noidyn nish cooilleeney.,that they would now get revenge on their enemies.
"Fo flag e vainshtyr, Miall noo haggil stiagh     [359]","Under his master’s ensign, Saint Michael gathered in"
ooill’ e heshaght vie phrow da firrinagh. ,all his good company that proved true to him.
O cre’n chiaull ving va fud ny h-ainlyn cloit ,"Oh, what sweet music was played among the angels"
tra honnick ad ’syn aer Messias cheet! ,when they saw Messiah coming in the sky!
cherub cha sollys as v’ayns ooilley Niau ,a cherub as brilliant as was [any] in all of Heaven
"cheet getlagh roish, as gymmyrk ayns e laue ","coming flying ahead of him, and bearing in his hand"
"yn cullee reeoil, bennalt jiarg as ard, ","the royal banner, fluttering red and high,"
pooar ooilley-niartal gastyrt roish y raad.   [360],almighty power clearing the way before him.
"’Skyn ooilley, Miall noo, lhieent lesh boggey mooar, ","Above all, Saint Michael, filled with great joy,"
"haink quail y ree, ’s livrey eh seose e phooar ",came to meet the king and delivered up his command
"harrish e hroopyn, foast va ooilley slane, ","over his troops, who were still all in health,"
dy v’er ny reill nish liorish yn ard-chiarn.   [361],to be directed now by the supreme lord.
"Ny sleijyn raibit as ny cruink, cur geill,  [362]","The uprooted mountains and the hills, in obedience,"
"ghow seose nyn ynnyd neesht lesh goo e veill,   [363]","resumed their places now at the word of his mouth,"
as eddin Niau ghow er e chummey cair.   [364],and Heaven’s face took on its proper form.
Soiljey gloyroil ren getlagh trooid yn aer. ,Glorious light flew through the air.
"Fud ooilley’n aallid, she’n ree hene va’n reih. ","Amidst all the beauty, it was the king himself who was the paragon. "
"Myr mill e ghoan graysoil va shilley veih, ","His gracious words dropped from him [his lips] like honey,"
as myr shoh loayrt:,and he spoke thus: 
,
[MESSIAS],[MESSIAH]
"‘Harvaantyn firrinagh,","‘Faithful servants,"
"shiaght keayrtyn bannit nish as son dy bragh,","seven times blessed now and forever,"
"s’maynrey nyn mea, ta foast er vreayll nyn stayd  [365]","how happy are your lives, that have still maintained your state"
"fo wheesh dy hurranse, noidys ghowil, as craid.","under so much suffering, cruel enmity, and mockery."
Nyn gredjue lajer prowit trooid t’er ny ve. ,Your strong faith has been tested through.
Nish veih nyn seaghyn yiow shiu slane livrey. ,"Now from your troubles, you shall get total deliverance."
Shass-jee dy akin cre’n drogh yerrey vees;     [366],Stand to see what the evil end will be;
cre’n kerragh trome hig er y vee-chraueeys. ,what heavy penalty will come on impiety. 
"Fegooish nyn gooney, mish my lomarcan ","Without your help, it is I alone"
yiow’n varriaght as ver y streeu gys kione.’ ,will win the victory and end the conflict.’
,
"Ny goan shoh grait, cha row ny Satanee ","These words said, the Satanists were not"
jerkal rish grayse ny myghin veih mac Yee.,expecting grace or mercy from the Son of God.
"Chiare ad dy hilgey ooilley ’r yn cah s’jerree,    [367]","They intended to throw everything on the final battle,"
"nee coayl ny cosney, cre-erbee yn erree ","win or lose, whatever the fate"
"veagh arroo jeant. Veih’n voyrn sp’rydoil v’ayndoo, ","that might befall them. From the spiritual pride within them,"
"nyn droo as goanlys bishagh ren ny smoo, ","their envy and spite increased even more,"
as mee-hreishteil hug smooinaght ayns nyn gree ,and desperation put a thought in their hearts
dy voghe ad foast yn varriaght jeh Jee. ,that they might yet obtain victory over God. 
"Er shoh, nyn droopyn haggil ad dy cheilley,  ","Thereupon, their troops they gathered all together,"
dy hrial cairys eiraght un cheayrt elley. ,to test birth-right one more time.
"Nish ren mac Yee e ghrooish, roïe kiune, ’chaghlaa [368]","Now the Son of God made his countenance, previously calm, change"
"lesh jummoose lostey, baggyrt kerragh bra. ","with burning fury, threatening eternal punishment."
Yn chiare skeayl magh nyn skianyn sooillagh lhean,The four spread out their broad eyed wings 
dagh sooill ceau magh stroo d’aile noi’n drogh hioltane. ,each eye casting out a stream of fire against the evil flock.
"Lesh feiyr ny queeylyn undin Niau ren craa,   [369]","With the noise of the wheels Heaven’s foundations shook,"
as roish e eddin boittal d’aile chyndaa. ,and before his face a cloud of fire whirled.
Earroo ’skyn earroo boltyn taarnee cheh      [370],Number upon number of hot thunderbolts
"cheau’n Jee magh roish, myr whoilleen plague er lheh   [371]","the God threw out before him, like so many separate torments"
"roie trooid nyn gree’ghyn, goaill nyn dappey voue,  [372]","transfusing their hearts, driving them distracted,"
"fioghey nyn mree, ’s cur atchim mooar ayndoo. ","withering their energy, and instilling great terror in them."
Jeh niart as aallid v’adsyn er ny spooilley ,Of strength and beauty they were stripped
"as jeant nyn sp’rydyn graney, eajee ooilley.","and were all turned into ugly, loathsome spirits."
Nearey as aggle mooar ghow orroo greme ,Shame and great fear took hold of them
"as nyn gooinsheanseyn foilchagh ard ren geam, ","and their guilty consciences cried aloud,"
booishal ny cruink as sleijyn roïe v’ad fo    [373],wishing the hills and mountains they were previously under 
"ve er nyn mooin reesht, ’s gyn scapail voue bio. ","were on top of them again, and without escape alive."
"Yn crootagh niartal hug daue lheid y phooar, ",The mighty creator who gave them such power
"dy ghoaill shen reesht voue, v’echey pooar dy liooar. ",had more than enough power to take that back from them.
Dy chooilley yioot mie v’oc chie ’r roostey jeu;,Every good endowment they had was stripped from them;
ny v’oc dy olkys chie er lhiggey lhieu.,what they had of evil was left with them.
"Jeh grayse as gloyr nish foll’m, yn slane shioltane    [374]","Of grace and glory now devoid, the whole flock"
"va roish mac Yee immanit myr unnane, ","was driven as one before the Son of God,"
"gys voall ard Niau, ren jeh hene rollal stiagh, ","to a high wall of Heaven that rolled aside of its own accord,"
"cur doarlish lhean da’n olk, eebyrtit magh ","making a broad gap for evil, expelled "
"veih beinn ny gloyr, veih mie, as maynrys veayn, ","from the peak of glory, from good, and eternal joy,"
"gys rheam y dorghys, torchagh dowil, as pian. ","to the realm of darkness, cruel torment, and punishment."
Chonnick ad nish yn red nagh chred ad roïe:     [375] ,They saw now the thing they had not believed before:
"pooar er nyn skyn, as kerragh er nyn oaie. ","power above them, and punishment ahead of them. "
,
Trooid diunid feayn begin daue yn lhiaggey ’ghoaill ,Through a vast abyss they had to take the fall
gys Niurin ghoo va ceau seose aile nyn guail. ,to black Hell that hurled up fire to meet them.
"Yn dorghys chiu, ny hrooid sheese v’ad rouail, ","The thick darkness, down through which they tumbled, "
"cheayll yn eam agglagh, myr v’ad goll ersooyl, ","heard the terrible cry as they went away,"
"as, myr veagh Niurin agglagh dy row Niau ","and, as if Hell were terrified that the whole of Heaven "
"slane tuittym sheese, va-iee ooilley ayns un chreau,   [376]","was tumbling down [on her], she was all a-tremble,"
greinnagh yn aile dy lostey seose ny s’choe    [377],provoking the fire to burn up hotter
veih’n faarkey beayn dy vrimstone lheït va fo. ,from the perpetual ocean of molten brimstone underneath.
"Nuy laa v’ad tuittym, ta fir-ynsee gra, ","Nine days they fell, scholars say,  [378]"
"my daink ad gys nyn ynnyd vaghee bra, ","before they came to their eternal dwelling place, "
rheam lhome ny feoh! Ayn nagh vel nhee erbee    [379],a barren realm of loathing! In which there is nothing at all
"agh arkys trimshey, sneih as brishey cree: ","but wretched hardship, tribulation and anguish: "
"roon, troo, as goanlys, eulys ghowil, as nieu, ","malice, envy, and spite, cruel ferocity, and venom,"
"aile niartal lostey, jaagh as dorghys chiu. ","a mighty fire burning, smoke and thick darkness."
"Follym jeh foays v’ad, agh jeh olkys lane,    [380]","Empty of goodness they were, but full of evil,"
"kyndid nish gee er cooinsheanse dagh unaane,   [381]","guilt now gnawing on the conscience of each one,"
"nyn stayd dy vaynrys wooar va caillit choiee, ","their state of great joy was lost for ever,"
"’s dy chosney reesht eh, v’ad gyn saase erbee. ",and they had no means at all to recover it.
"Ny nooghyn bannit honnick nish cre’n kione, ","The blessed saints saw now what outcome,"
"cre’n jerrey agglagh, haink er cloan ny moyrn. ","what awful end, came upon the children of pride."
,
"Myr shoh va’n Drogh Yeh eebyrtit ass Niau,   [382]","Thus the Devil was driven out of Heaven,"
"as ooilley’n peccah broghe, banglane as fraue. ","and all the foul sin, branch and root."
"Flaunys ghow boggey, as y doarlish lhean    [383]","Heaven rejoiced, and the wide gap"
ny hrooid chie’n Noid magh ghooin seose reesht jeh hene.,through which the Fiend went out closed up again of its own accord.
"Ainlyn gial Yee, ren fakin ooilley’n traa  ","Bright angels of God, that observed throughout "
"yn obbyr niartal, hug ard-voylley da.","the mighty task, gave him high acclaim."
Lesh kiaull as bingys chie ad dy veeiteil,With music and melody they went to meet
"yn ree gloyroil lane ooashley cheet nyn guail, ","the glorious, worshipful king coming towards them, "
crownit lesh pooar as barriaght ghloyroil.,crowned with authority and glorious victory.
"Hyndaa ad mârish gys y stoyl-reeoil,       [384]","They returned with him to the royal throne, "
"raad t’eh ny hoie er laue yesh ’ayrey hene,","where he sits at the right hand of the father himself,"
as Niau ayns shee nee farraght dy bra beayn. ,and Heaven [is] in peace that will last eternally.
"Yn roltage yial, ard, hollys, Lucifer,      [385]","The bright star, high, brilliant Lucifer,"
"as e heshaght, myr hug shiu roïe my-ner,","and his company, as you have already become aware,"
veih gloyr as maynrys vannee tilgit magh  ,[were] cast out from glory and blessed joy 
"gys dullyr ghrou, as dorghys son dy bragh,","to miserable gloom and darkness for ever,"
"nyn aallid yial, nyn gloyr ard, as nyn niart ","their bright beauty, their high glory, and their might"
"fioghit as naardey, caillit ec un cheayrt, ","withered and extinguished, lost all at the same time,"
"son mooads nyn moyrn ayns girree magh noi Jee, ","for the enormity of their pride in rebelling against God,"
gobbal e vac ennoil y ghoaill son ree. ,refusing to accept his beloved son as king.
,
Cur-jee nish kied dou loayrt my smooinaght hene   [386],Give me now leave to express my own notions
"cre vel yn rheam doo, ayn t’ad surranse pian. ",of where the black realm is in which they suffer punishment.
"Ass y dowin wooar, tra chie ny seihill er goaill     [387]","When the worlds were taken from the great abyss, "
"cha nee mooarane dy rooym veih chie er coayl, ","there was not a great extent that was lost from it,"
ayns soylagh jeh ny va foast faagit ayn; ,in relation to what was still remaining;
"son fegooish towshan te, as fegooish kione.","for it is without measure, and without end."
"Dowin as ard ta’n eaynagh shen as lhean,   (–1)","That void is deep and high and wide,"
"gyn grunt, gyn eaghtyr; te gyn oirr, gyn mean. ","without bottom, without surface; it has no edge, no middle."
Dy baillish Jee thousaneyn smoo dy heihill ,"If God wished to create thousands more worlds,"
"y chroo, cha jinnagh rooymyn daue fajeil. ",spaces for them would not be lacking.
Cha vod yn Ynsagh soylagh ’gheddyn da ,Scripture cannot offer a comparison for it 
agh y vea veayn shen t’er ny enmys Bra. ,except for that everlasting life that is named Eternity.
"Dorraghys t’ayn, son cha vod pooar y ghrian, ","There is darkness there, because the force of the sun,"
eayst ny roltage eh ’roshtyn lesh soilshean. ,moon or star cannot reach it with light.
Erskyn dagh gioot stow mieys Yee er seihill ,Above every gift that God’s goodness bestowed on worlds
she’n soiljey smoo ta freayll ad veih misreill.    [388],it is light that most keeps them from disorder.
"As eisht yn eaynagh ghoo shoh laccal shen,","Hence this black expanse, lacking that,"
"shegin ve feer whaagh, grou, eajee as neu-ghlen. ","must be very alien, gloomy, abhorrent and squalid."
"Ta’n Goo ginsh dooin jeh dorghys sodjey magh,    [389]","The Gospel tells us of the utmost darkness,"
jeh ooig gyn grunt as pian gyn aash dy bragh.,of a bottomless pit and eternal punishment without respite. 
Ta shoh goll-rish y voayl broghe kiarit va ,Like this is the foul place that was intended
er son drogh-yantee dooint seose ayn dy bra. ,for sinners shut up in it for ever.
Creenaght wooar Yee nagh ren veg ayns fardail,The great wisdom of God who never did anything in vain
doardee’n dowin wooar shoh dy v’er ny aagail  [390],ordered this great abyss to be left
"ayns charvaal agglagh, grou, eajee, as doo      [391]","in a chasm, awful, gloomy, repugnant, and black"
erskyn dagh seihll as nhee dy ren eh ’chroo. ,beyond every world and thing he created.
"Agh gys e ghloyr hene, cowir ny h-eebyrtee ","But to his own glory, for the exiles"
"jirree ny oï as dob eh dy ve Jee,","that rose against him and denied that he is God,"
"da’n ainle mooaralagh yerk dy ve ny ree,     [392]","to the arrogant angel that hoped to be king, "
"hug Jee reeriaght wooar, agh dagh olk aynjee, ","God gave a large kingdom, but with every evil in it,"
"gyn nhee ta mie, dy reill harrish mooarane ","without anything that is good, to reign over many"
"va, as ta, lesh, as goaill eh son nyn jiarn. ","that did and do belong to him, and take him for their lord."
Agh er-lhiam [pene] dy vel mee coayl my hraa   [393],But I believe I am wasting my time
ayns screeu jeh shen ta aggle ve gimraa.    [394],in writing of that which is a fright to speak of.
"Ny s’leaie nee’m m’ aigney ’hroggal reesht gys Niau, ","Rather I will raise my mind again to Heaven,"
as fud ny ainlyn bannee er dagh laue ,and among the blessed angels all around
"ve shessey gennal, kiaulleeaght ’s goaill arrane    [395]",[I will] be a cheerful companion and make music and sing 
"gys y Messias niartal, Jee as Chiarn,","to the mighty Messiah, God and Lord,"
"chasht y cah dowil, cur lesh yn varriaght ","who won the cruel battle, bringing the victory"
hug shee da Flaunys nagh jed naardey vaght.    [396],that gave to Heaven imperishable peace. 
,
,
,
[II,[II
CROO YN THEILL],The Creation of the World]
,
"Tra ren ny ainlyn firrinagh chyndaa,",When the faithful angels returned
"marish Messias, gys nyn eiraght bra,","with Messiah, to their eternal inheritance,"
kiaull eunyssagh va freggyrt gys nyn giann:   [397] ,delightful music matched their joy:
"gloyr, booise, as bannaght gys mac Yee, nyn jiarn.","glory, praise, and blessing to the Son of God, their lord. "
"Eisht yn ayr vannee, da nagh row gyn fys    [398]","Then the blessed father, considering"
"c’wooad caillit va, c’wooad dreill nyn ynrickys,  [399]","how many were lost, how many maintained their righteousness, "
fakin yn cheer rooisht jeh’n trass ayrn dy sthock ,seeing the country stripped of one third of its stock
"dy hooa gloyroil, loayr myr shoh rish e vac:","of glorious folk, thus addressed his son:"
,
[JEE],[GOD]
"‘Toig, vac, dy vel y Noid mooar er vajeil   [400]","‘Understand, son, that the great Fiend has failed "
"dy chosney’n phooar veagh echey, v’eh treishteil: ","to win the power he would have got, he hoped:"
as ga ta tilgit mârish sheese whoilleen,and although there are hurled down with him as many
"as ren da lhiantyn, arryltagh jeu hene;","as stuck with him, voluntarily of their own accord;"
foast earroo mooar dy ainlyn sollys ta ,still a great number of shining angels are
"er-mayrn, dy yeeilley dooin nyn geesh dagh laa;   [401]","remaining, to pay us their tribute every day,  [402]"
"dy lhieeney’n chiamble ard lesh moylley feeu, ",to fill the high temple with due praise
myr ta shin fakin ad dy yannoo jiu.   [403],as we see them doing today.
Agh son nagh bee oyr echey boggyssagh ,But so that he shall have no cause to boast
"dy vel eh’r spooilley’n reeriaght flaunyssagh, ","that he has wrecked the heavenly kingdom,"
"trooid y phooar ayds, seihll elley neem’s, as ayn  [404]","through your power, I shall make another world, and in it"
"nee’m cretoor aalin, troggit seose myr kione","I will make a beautiful creature, raised up as chief "
"harrish y chlane, as jeh shoh hig ashoon    [405]","over the totality [of it], and from this shall come a population"
"cairagh as glen, ayns earish dy heet hooin,","righteous and pure, in [due] time to come here to us"
"dy lhieeney reesht earroo ny nooghyn caillit, ","to replenish the number of lost saints,"
as jerkal moal y Noid vees myr shoh mollit. ,and the Fiend’s miserable hope will thus be disappointed.
"Shooill, uss smoo niartal, shooill ayns mooads dty phooar.","Walk, you most mighty, walk in the greatness of your power. "
Gow’n jurnah luckee gys y diunyd wooar.   [406],Take the fortunate journey to the great abyss.
"Harrish yn eaghtyr skeaylym’s magh my vree, ","Over the surface I will spread out my energy,"
ver dooghys bioghee ayns dy chooilley nhee    [407],that will put enlivening nature in everything
"ta mish er aarlagh hannah dhyts son stoo, ",that I have already prepared for you as material
dy yannoo jeh ny ta dy v’er ny chroo.’ ,from which to make that which is to be created.’
,
"Cha leah as ren yn vieys ard coraa, ","As soon as the good [God] spoke aloud, "
"Goo mie ny Creenaght hug slane ammys da,","the good Word of Wisdom gave full reverence to him,  [408]"
as boggey ghow ny ainlyn flaunyssagh ,and the Heavenly angels rejoiced
dy row nyn earroo reesht dy ve jeant-magh. ,that their number was again to be made up.
"Er y jurnah’n Goo niartal aarloo nish,     [409]","The mighty Word being now ready for the journey,"
ooashley as gloyr myr coamrey chiangle eh mysh.  ,he bound praise and glory like clothing about him.
"Graih, creenaght, pooar as ooilley mieys Yee ","Love, wisdom, power and all the goodness of God"
va soilshean ayns yn ooilley-niartal ree. ,was shining in the almighty king.
"Milley thousane dy zeraphin gloyroil, ","A million thousand glorious seraphim,"
"cherubin skianagh ’s Foaysyn cheh graihoil,   [410]","winged cherubs and ardent, loving Virtues, "
"ayns troopyn doaiagh aarloo farkiaght er, ","in worthy troops ready and waiting for him,"
dy voddagh ad yn croo noa ’chur-my-ner. ,so that they might behold the new creation.
"Dorsyn ard Niau ren dasyn fosley lhean,     [411]","The high gates of Heaven opened wide for him,"
ny h-ogh’ryn bio chyndaa ny glish jeu hene   [412],the living keys turning by themselves the locks 
"orroo dy lhiggey magh ree mooar ny gloyr, ","on them to let out the great king of glory,"
goll nish dy chroo seihll noa lesh Goo e phooar. ,going now to create a new world with the Word of his power.
"As veih beinn Niau chonnick ad foddey voue,    [413]","And from the peak of Heaven they saw far from them,"
"heese ayns y diunid wooar, dagh shilley grou, ","down in the great abyss, every dismal sight,"
"fliaghey rish chirmagh streeu, myr bog rish creoi,    [414]","moisture fighting dryness, as soft fighting against hard,"
"eddrym rish trome, as dagh nhee oi-ry-hoi, ","light against heavy, and everything against one other,"
"aile fud [yn] ushtey seiyt, fud ooir yn aer,   [415]","fire mixed up with water, air with earth, "
"doo seiyt fud bane, ny vedlee bun-ry-baare.   [416]","black mixed with white, in combat topsy-turvy."
"Cha bione da’n Jiass y Twoaie, ny’n Shiar da’n Sheear; [417]","South was not known from North, nor East from West;  [418]"
va’n grunt gyn eaghtyr as y mean gyn oirr.,the bottom was without surface and the centre without edge.
"V’ad gatt veih’n ghrunt lesh geayghyn stermagh keoi,  [419]","The matter was surging from the depths with wild, stormy winds,"
ayns tonnyn sleijagh gys yn yrjey cloie.     [420],in mountainous waves bubbling to the heights.
"‘Shee!’ dooyrt y Goo. Chelleeragh daase eh kiune,","‘Peace!’ said the Word. Immediately it grew calm,"
’s ny tonnyn agglagh injil chroym nyn gione. ,and the fearsome waves bent low their heads.
Eisht er queeylyn sollys e ayrey hene   [421],Then on his own father’s gleaming chariot
ghow eh sheese foddey trooid y folmid feayn.,he took [his way] down far through the vast emptiness. 
"Markal y mean magh, hoie eh’n derrey chass   [422]","Marking out the centre, he set one foot"
"jeh’n chompaase airh, kiart rheynn yn Twoaie veih’n Jiass,  [423]","of the golden compass, exactly separating North from South,"
yn Shiar veih’n Sheear; as chyndaa chymmylt cruinn  [424],East from West; and turning round about
"howse eh ny seihill cruinn nish ta shirveish dooin,","he measured the round worlds we now enjoy, "
"gra rish dagh seihll, “She choud shoh vees nyn dowse ","saying to each world, “Your extent shall be so far "
"chymmylt mygeayrt, as choud shen sheese as seose.” ","round about, and so far up and down.”"
"Va dorghys harrish ooilley’n diunid reill,   [425]","Darkness reigned over all the abyss, "
agh Sp’ryd mie Yee er baare yn ushtey skeayl ,but God’s good Spirit spread out on the face of the water
"e skianyn bioghee, cur bree as troshid cooie  ","his life-giving wings, putting vigor and due potency "
ayns breïn dagh rass dy ymmyrk magh e ghooie.   [426],in the womb of every seed to give birth to its kind.
,
"As eisht dooyrt Jee, “Nish lhig da soiljey ve.”    [427]","And then God said, “Now let there be light.”"
"Shoh grait, yn soiljey veih’n vulk wooar ren chea, ","This said, the light escaped from the great mass "
"myr getlagh seose dy ard, ny voittal lhean, ","as a broad cloud, floating up high,"
"Har girree hoshiaght ’s gys y Sheear soilshean, ","rising in the East first, and shining to the West,"
son Grian ghloyroil cha row foast er ny yannoo ,for glorious Sun was not yet made
’naght myr te jiu cur soiljey er y thalloo.    [428],such as casts light on the earth today.
"As honnick Jee dy row yn soiljey mie, ","And God saw that the light was good,"
as ren eh’n dorghys doo y scarrey veih.,and he separated the black darkness from it.
Myr shoh yn fastyr as y moghree va   [429],Thus the evening and the morning were
’sy toshiaght oard’rit dy ve yn chied laa.,"ordered in the beginning, to be the first day. "
Chamoo va’n laa shoh fegooish gennallys: ,Nor was this day without rejoicing:
ny ainlyn sollys va kionfenish nish ,the brilliant angels who were present now
heb oural fastyr ’s moghree neesht gys Jee ,offered both an evening and a morning sacrifice to God
hayrn lheid y soiljey mooar veih dooid ny h-oie. ,who drew such a great light from the blackness of the night.
,
"As y nah cheayrt, dooyrt Jee, ‘Lhig da ve jeant  [430]","And next God said, ‘Let there be made"
ayns mean ny ushtaghyn mooar firmament:’ ,in the midst of the great waters a firmament:’
"cagliagh feer firm, dy reayll ny ushtaghyn,  [431]","a most firm partition, to keep the waters,"
"soit foddey heose myr faarkey er-e-skyn, ","set far up above it as an ocean, "
"veih shen ta fo, nagh duit ad kione-y-cheilley ","from what is below, that they should not fall in confusion"
as ynnyd mie yn buildal noa y vhilley. ,and ruin the good site of the new construction. 
"Yn firmament shoh, kiaddit er son rheynn, ","This firmament, formed as a boundary,"
"chroo Jee jeh aer, stoo eddrym, sollys, glen.","God made of air, a light material, brilliant and pure."
"As ve sheeynt magh, [as] cummit runt ny cruinney  [432]","And it was stretched out, and held around the globe"
dy row dagh folmid feayn lesh er ny lhieeney.,so that every vast emptiness was filled with it.
"Shoh, shoh’n aer vannee, ny hrooid ta sheelnaue ","This, this is the blessed air, through which mankind "
"as dagh cretoor bio, getlagh, shooyl as snaue.  ","and every living creature flies, walks or crawls."
"Te eddrym, thanney, sollys, glen, as glass ","It is light, thin, brilliant, pure, and pale,"
"da’n reayrt dy akin trooid, da’n skian, da’n chass ","for the sight, to see through, for the wing [and] for the foot,"
"dy ghoaill nyn raad lesh aash, fegooish cumrail, ","to take their way with ease, without hindrance, "
"son scughey voue te, myr t’ad cheet ny whail. ",for it can move from them just as they approach it.
"As foast ta’n aer ghlass, hanney, shoh shirveish  ","And yet this pale, thin air serves "
"son cagliagh fondagh eddyr heose as heese, ","for a firm border between up and down,"
dy reayll ayns sauchys ny ta er dagh cheu   ö,to keep in safety that which is all around
veih’n derrey yeh’n jeh elley y chur mow.  ý ,from the destruction of one thing by another. 
As denmys Jee yn firmament shoh Niau.   ø ,And God named this firmament Heaven.
"Myr shoh yn fastyr as y madran va, ",Thus the evening and the dawn 
"ayns towse y traa shen, jannoo’n derrey laa.    [433]",(in that time’s measurement) made the second day.
,
"As myr ta’n oikan ayns y vrein ny wane,    [434]","And as the infant in the womb is an embryo,"
"fliugh, ny phrussoonagh, fegooish cummey slane ","wet, imprisoned, without complete form"
gys hig yn imbagh da ta dooghyssagh ,until the season comes that is proper to it
son aase as bea dy v’er ny ymmyrk magh; ,for growth and life to be born;
"myr shoh, foast aeg, va’n seihll thallooinagh soit ","thus, still young, the terrestrial world was set"
"ayns brein ny ushtaghyn mooar, harrish skeaylt,    [435]","in the womb of the great waters, spread over it,"
gys doardee’n Goo ad ny neesht v’er ny scarrey: ,until the Word bade them both be separated:
"ny ushtaghyn er-lheh, dy ve seihll marrey, ","the waters apart, to be a marine world;"
"as y seihll ooirey, myr ve appee, nish ","and the terrestrial world, as it was ripe now,"
"yn imbagh lhieent, dy heet magh chirrym rish. ","the season due, to show itself dry. "
"Ny ushtaghyn yeeagh da nyn miallys, ","The waters showed him their obedience,"
"ayns tonnyn glassey brishey sheese dagh shliss,   [436] ","in green waves breaking down each slope,"
"dagh thooilley goaill ny raaidyn da by-niassey, ","every torrent taking the nearest route,"
"as tuittym, rollal lesh y varroo-lhiaggey.    [437]","and falling, rolling towards the perpendicular. "
V’ad myr dy beagh ad ooilley streeu quoi smoo ,It was as if they were all competing for who
yinnagh lhieu cooney gys y randivoo.    [438],would best accompany them to the muster-point.
"Nish, nish ny sleijyn mooyl hrog seose nyn maare,  [439]","Now, now the bare mountains raised up their tops, "
"ny cruink nyn lurg, goaill boggey ayns yn aer,","the hills after them, rejoicing in the air, "
"nyn moandyr ghooie, skeaylley mygeayrt-y-moo ","their natural nurse, spreading out around about them"
"e skianyn lhean, cur chiass breeoil ayndoo. ","her broad wings, putting essential heat within them."
"Eisht haink ny skyrtyn ooirey rish, as lhieu   [440]","Then the earthly skirts appeared, and with them "
"ny coanyn injil, as glionteenyn foue, ","the low valleys, and glens beneath,"
"awinyn cam-jeeragh shliawinagh rish dagh broogh,  [441]","meandering rivers smoothly flowing by each bank,"
