Manx,English
Aghtyn Ghavid as dagh Chreestee Mie,
"Cur ayns my chree dty raaidyn, Hiarn,","11 Teach me thy Way, O Lord, and I"
As voue nagh lhig dou chea;,from Truth shall ne’er depart;
"Ayns aggle roish dty Ennym Yee,",In Rev’rence to thy sacred Name
Cur tushtey cooie dou jeh.,devoutly fix my Heart.
"Nee’m moylley oo, O Hiarn my Yee,","12 Thee will I praise, O Lord my God,"
My voylley vees creeoil;,praise thee with Heart sincere:
"Dy bragh, O Hiarn, verym dhyt booise,",And to thy everlasting name
Te red ta cha gerjoil.,eternal Trophies rear.
"Dty vyghin t’ou er hoilshagh dou,","13 Thy boundless Mercy shewn to me,"
T’er-skyn my phooar dy insh;,"transcends my Pow’r to tell,"
"My annym, t’ou er vreayll veih’n oaie,",For thou hast oft redeem’d my Soul
Trooid chymmey as erreeish.,from lowest Depths of Hell.
"Ta cloan ny moyrn as eulyssee,","14 O God, the Sons of Pride and Strife"
Ro shleeuit dy ghoaill my vioys;,"have my Destruction sought,"
"Fegooish cur geill da’n phooar niartal,","Regardless of thy Pow’r, that oft "
Ta stowal whilleen foays.,has my Deliv’rance wrought:
"Agh ren uss, Hiarn, trooid mieys wooar,",15 But thou thy constant Goodness didst
Livreys y choyrt dou;,to my Assistance bring;
"Trooid feoiltys, myghin as erreeish,","Of Patience, Mercy, and of Truth,"
Dreayll oo mee veih toyrt-mow.,thou everlasting Spring!
"Gys dty harvaant chyndaa, O Hiarn,","16 O bounteous Lord, thy Grace and Strength"
As bee uss dou foayroil;,to me thy Servant show;
"Jean soilshagh dou dty vieys vooar,","Thy kind Protection, Lord, on me,"
V’ou er dy rieau graysoil.,thine Handmaid’s Son bestow.
"Dauesyn ta mooie jean prowal ’choyrt,","17 Some Signal give, which my proud Foes"
Dy vel oo er my heu;,"may see with Shame and Rage,"
"Adsyn ta streeu rhym nearey ’ghoaill,","When thou, O Lord, for my Relief"
Dy vel oo kenjal dou.,and Comfort do’st engage.
,
PSALM 95[10],PSALM 95.
"Lesh greinyn kiaullee as coraa,","1 O come, loud Anthems let us sing,"
Lhig dooin coyrt booise da Jee dy brâ;,Loud Thanks to our Almighty King;
"As boggey mooar ’ghoaill ayns e niart,","For we our Voices high should raise,"
Yn sauchys oc t’eh goaill nyn baart.,When our Salvation’s Rock we praise.
"Stiagh ayns e enish lhig dooin cheet,",2 Into his Presence let us haste
Lesh moylley arrymagh as fhyt;,To thank him for his Favours past;
"Soilshagh nyn mooise lesh gennallys,  1905 mwooise","To him address in joyful Songs,"
Ayns salmyn jeh e ynrickys.,The Praise that to his Name belongs.
"Corneilyn sodjey magh jeh’n ooir,","4 The Depths of Earth are in his Hand,"
Ta kinjagh echey ayns e phooar;,Her secret Wealth at his Command;
"As niart ny groink myrgeddin lesh,","The Strength of Hills that threat the Skies,"
T’eh goardrail ad myr hee eh jesh.,Subjected to his Empire lies.
"She eshyn ren yn faarkey mooar,",5 The rolling Ocean’s vast Abyss
Cur voalley lajer mysh yn ooir;,By the same sov’reign Right is his:
As lesh e phooar ren eh goardrail,"’Tis mov’d by his Almighty Hand,"
Yn thalloo myr t’eh nish ’sy theihll.,"That form’d and fix’d the solid Land,"
"O tar-jee, lhig dooin ooashley ’choyrt,","6 O let us to his Courts repair,"
As er nyn ghlioonyn rishyn loayrt;,And bow with Adoration there:
"As croymmey gys yn Chiarn nyn Ree,",Down on our Knees devoutly all
Yn Jee hug toshiaght da dagh nhee.,Before the Lord our Maker fall.
,
PSALM 98[11],PSALM 98
"Gow jee arrane noa gys y Chiarn,","1 Sing to the Lord a new-made Song,"
Yindyssagh t’eh er ve;,who wondrous Things has done;
"Lesh e laue yesh, yn varriaght","With his right Hand and holy Arm,"
Da hene t’eh er chosney.,the Conquest he has won.
"Er thie Israel t’eh er chooinaght,",2 The Lord has through th’ astonished World
Lesh graih as ynrickys;,"display’d his saving Might,"
As ta ny ardjyn mooie jeh’n seihll,And made his righteous Acts appear
Goaill rish e haualtys.,in all the Heathens Sight.
"Er thie Israel t’eh er chooinaght,",3 Of Isr’el’s House his Love and Truth
Lesh graih as ynrickys;,have ever mindful been;
As ta ny ardjyn mooie jeh’n seihll,Wide Earth’s remotest parts the Pow’r
Goaill rish e haualtys.,of Isr’el’s God have seen.
"Er-yn-oyr shen, lhig dagh unnane",4 Let therefore Earth’s Inhabitants
Kiaull ghennal ’hroggal seose;,"their chearful Voices raise,"
"Gys yn Chiarn Jee ny flaunyssee,",And all with universal Joy
Lesh boggey as toyrt-booise.,resound their Maker’s Praise.
,
PSALM 106,PSALM 106
"My chaarjyn deyr, O! cur-jee booise,","1 O render Thanks to God above,"
Da Jee ta er yn yrjid heose;,The Fountain of eternal Love;
"E vyghin veiygh va er dy rieau,",Whose Mercy firm through Ages past
T’eh soilshagh dooin as da sheelnaue.,"Has stood, and shall for ever last."
"Quoi eshyn eh, lesh e choraa,","2 Who can his mighty Deeds express,"
Oddys e yindyssyn imraa?,"Not only vast, but numberless?"
Cre’n chengey oddys fockley magh,What mortal Eloquence can raise
Nyn moylley da er aght cairagh?,His Tribute of immortal Praise?
"O! s’maynrey ad ta bea leeideil,","3 Happy are they, and only they,"
Cordail rish leighyn nyn ver-reill;,Who from thy Judgments never stray:
"Ta lhieent lesh cairys as graih Yee,","Who know what’s right; nor only so,"
Veih’n toiggal t’oc jeh ayns nyn gree.,But always practice what they know.
"O cooinee, Hiarn, er dty harvaant!","4 Extend to me that Favour, Lord,"
Lesh dty ghraih mee ta kinjagh mayrt;,Thou to thy Chosen do’st afford;
"Tra hig oo reesht dy yeeaghyn shin,","When thou return’st to set them free,"
Lhig da dt’ haualtys ve mârin.,Let thy Salvation visit me.
,
PSALM 111,PSALM 111
"Moyll-jee yn Chiarn, booise verym’s da,",1 Praise ye the Lord; our God to praise
Lesh my slane cree as my choraa;,"My Soul her utmost Pow’rs shall raise,"
"Marish sleih crauee soilshym’s magh,","With private Friends, and in the Throng"
"E ghloyr ta mooar, lesh kiaulleeaght.",Of Saints his Praise shall be my Song.
"O! s’mooar ta obbraghyn y Chiarn,","2 His Works, for Greatness tho’ renown’d,"
Va roïe as vees dy bragh er-mayrn;,His wond’rous Works with Ease are found
"Dy aashagh er ny gheddyn magh,","By those who seek for them aright,"
Lioroo ta er e ghoo graihagh.,And in the pious Search delight.
"E obbraghyn t’er-skyn imraa,","3 His Works are all of matchless Fame,"
Ta feeu jeh moylley son dy brâ;,And universal Glory claim;
"E chairys neesht ta yindyssagh,","His Truth confirm’d thro’ Ages past,"
Nee farraghtyn er son dy bragh.,Shall to eternal Ages last.
"Lesh saraghyn t’eh goardrail shin,","4 By Precept he has us enjoin’d,"
Dy chooinaght er e obbraghyn;,To keep his wond’rous Works in Mind;
As da sheelnaue dy hoilshagh magh,"And to Posterity record,"
E vieys vooar ayns kiaulleeaght.,That good and gracious is our Lord.
PSALM 119.[12],
"O cur my-ner my hrimshey, Hiarn,",
Ass treihys m’y livrey;,
"Son dt’ haualtys ta mee geearree,",
Cuin vees my heaghyn rey?,
"Agh mie te dou dy ve seaghnit,",
As smaghtit liorish m’ Ayr;,
"Dy voddym shirrey ’s chyndaa hood,",
As shooyl ayns raaidyn cair.,
"She oo ooilley yn gherjagh t’aym,",
Tra ta my chree failleil;,
"Dty ghoo ta mee lhaih as geiyrt da,",
’S my pheccaghyn treigeil.,
"Dty ghoo hug gien as gerjagh dou,",
Tra va mee seaghnit trome;,
"Nonney va m’annym er vaagail,",
As leah er phaartail voym.,
"Hiarn, chairal ta dty vriwnyssyn,",
Myr s’mie ta aym nish fys;,
"As dy vel oo cur seaghyn dou,",
Ayns graih as ynrickys.,
"Roish va mee smaghtit lesh seaghyn,",
Ren mee shooyl ass y raad;,
"Agh nish ta mee freayll dt’ annaghyn,",
As bial da’n goo ayd.,
,
PSALM 121,PSALM 121.
"Gys Cronk Sion ren mee jeeaghyn,","1 To Sion’s Hill I lift my Eyes,"
Son cooney veih m’ er-reill;,from thence expecting Aid;
"Gys Cronk Sion as cronk my Yee,","2 From Sion’s Hill and Sion’s God,"
Chroo niau as ooilley’n seihll.,who Heav’n and Earth has made.
"My annym eisht, gow us dty ea,","3 Then, thou my Soul, in Safety rest;"
Yn Chiarn nee coadey oo;,thy Guardian will not sleep:
"T’eh kinjagh dooisht freayll arrey cooie,","4 His watchful Care that Isr’el guards,"
Er obbraghyn y chroo.,will Isr’el’s Monarch keep.
"Fo scaa e skian bee sauchys ayd,","5 Shelter’d beneath th’ Almighty’s Wings,"
Veih olk as dagh danjeyr;,"thou shalt securely rest,"
"Yn ghrian ’sy laa, yn easyt ’syn oie,",6 Where neither Sun nor Moon shall thee
Cha jean ad dhyt aggair.,by Day or Night molest.
"Veih olk as veih lhag-haghyrtyn,",7 From common Accidents of Life
Doaltattym cheet dty raad;,his Care shall guard thee still;
"As veih ny noidyn s’niurinee,","From Evils undesign’d, and Foes"
Nee taghyrt dy ve ayd.,that lie in wait to kill.
"’Sy thie, er broad, ayns shee ny streeu,","8 At Home, Abroad, in Peace, in War,"
Dty Yee nee oo ’endeil;,thy God shall thee defend;
Ayns sauchys nee dty chesmadyn,"Conduct thee thro’ Life’s Pilgrimage,"
Gys jerrey mie leeideil.,safe to thy Journey’s End.
,
PSALM 125,PSALM 125
“The Saint’s Trial and Safety.”,
"Ad t’er y Chiarn nyn marrant coyrt,","1 Who place on Sion’s God their Trust,"
Nee sauchey tannaghtyn;,like Sion’s Rock shall stand;
"Ta son dagh cooney treishteil er,",
Ayns feme as arkyssyn.,
"Nyn gredjue lajer shickyr vees,",
Ayns Creest yn carrey mie;,
"As myr Sion nee farraghtyn,",Like her immoveably be fixt
Ayns dagh stayd mie ny sie.,by his Almighty Hand.
Cha ren voal ard as croink fendeil,2 Look how the Hills on ev’ry Side
Jerusalem gyn stroie;,"Jerusalem inclose,"
"Myr ta’n Chiarn Jee e nooghyn freayll,","So stands the Lord around his Saints,"
Dy sauchey as ayns shee.,to guard them from their Foes.
Ga dy der ny mee-chrauee daue,"3 The Wicked may afflict the Just,"
"Aggair, seaghyn ’s tranlaase;   1905: translaase","but ne’er too long oppress,"
"Jee cha lhig lhieu yn varriaght,",
Lesh crout erbee ny saase.,
"Cha sur e chloan ve ayns treihys,",
Ny trome er nyn seaghney;,
"Dy jean ad ersyn mee-hreishteil,",Nor force him by Despair to seek
Ny gys drogh saaseyn chea.,base Means for his Redress.
"Hiarn, bee kenjallagh as foayroil,","4 Be good, O righteous God, to those"
"Daue, mie as cairal ta;",who righteous Deeds affect:
Dauesyn ooilley ta reih as goaill,"The Heart that Innocence retains,"
Neu-loghtynys son scaa.,let Innocence protect.
"Adsyn ta reih ny raaidyn olk,","5 All those who walk in crooked Paths,"
Vees laadit lesh treihys;,the Lord shall soon destroy;
"As ad ta cairal kinjagh vees,","Cut off th’ Unjust, but crown the Saints"
Ayns boggey as maynrys.,with lasting Peace and Joy.
,
PSALM 131,PSALM 131
Humility and Submission.,
"O Hiarn, cha vel cree voyrnagh aym,","1 O Lord, I am not proud of Heart,"
Ard-aignagh cha vel mee;,nor cast a scornful Eye;
"Chamoo my smooinaghtyn goit seose,",Nor my aspiring Thoughts employ
"Lesh reddyn ard, O Yee.",in Things for me to high.
"M’ ymmyrkey bea feer imlee ta,",2 With Infant Innocence thou know’st
Gyn loght neesht my yannoo;,I have my self demean’d;
"Gyn roon as olkys ta my chree,","Compos’d to quiet, like a Babe"
Ôney meein myr lhiannoo,that from the Breast is wean’d.
"O lhig dooin ayns y Chiarn treishteil,","3 Like me let Isr’el hope in God,"
As geam son cooney da;,his Aid alone implore;
"Kinjagh lhig er nyn marrant ve,","Both now and ever trust in him,"
Ta bio er son dy brâ.,who lives for evermore.
PSALM 133,PSALM 133
Brotherly Love.,
S’mooar shegin da’n vaynrys oc y ve:,1 How vast must their Advantage be!
S’mooar ta nyn gherjagh cree!,how great their Pleasure prove!
"Ta gollrish braaraghyn ayns graih,","Who live like Brethren, and consent"
Ayns aigney mie as shee.,in Offices of Love!
"Ta graih braaragh gollrish yn ooill,",2 True Love is like the precious Oil
Deayrtit er kione Aaron;,"which, pour’d on Aaron’s Head,"
"Roie ooilley sheese harrish e chorp,","Ran down his Beard, and o’er his Robes"
Gys rhumbyl ’choamraghyn.,its costly Moisture shed.
"Te gollrish druight er Cronk Hermon,","3 ’Tis like refreshing Dew, which does"
Ta cur er ve boggoil;,on Hermon’s Top distill;
"Ny myr frassyn fliaghee meein,",Or like the early Drops that fall
Er Cronk Sion messoil.,on Sion’s fruitful Hill.
"Son Sion ta yn ynnyd reiht,","4 For God to all, whose friendly Hearts"
Raad ta nyn Ree Mooar reill;,"with mutual Love abound,"
T’er ghialdyn bannaght da nyn lheid,Has firmly promis’d Length of Days
’S ver da e leighyn geill.,with constant Blessings crown’d.
PSALM 136,PSALM 136
God’s Wonders of Creation,
and Preservation.,
"Da’n ooilley-niartal Jee,","1 To God the mighty Lord,"
Lhig dooin cur moylley mooar;,Your joyful Thanks repeat:
"Lesh aigney as lesh cree,","To him due Praise afford,"
"Dasyn ta wheesh ayns pooar,",As good as he is great.
"Son Jee rieau va,",For God does prove
Ny charrey dooin;,"Our constant Friend,"
E ghraih mooar hooin,His boundless Love
Vees son dy brâ.,Shall never end.
"T’eh harrish ooilley reill,","2,3 To him whose wond’rous Pow’r"
Lesh pooar feer niartal ta;,"All other Gods obey,"
"Da, shegin dagh Ree cur geill,","Whom earthly Kings adore,"
Ve ammyssagh dy brâ.,This grateful Homage pay.
"[13]Dty vyghin, Hiarn,",For God does prove
Myr va rieau hooin;,"Our constant Friend,"
"Nee tannaghtyn,",His boundless Love
Dy bragh er-mayrn.,Shall never end.
"Lesh niart as pooar e ghoo,","4, 5 By his Almighty Hand"
T’eh jannoo mirrilyn;,Amazing Works are wrought;
"Ny niaughyn ren eh ’chroo,",The Heav’ns by his Command
Yn aer ta er nyn skyn.,Were to Perfection brought.
"E ghrayse as pooar,",For God does prove
Vees choiee er-mayrn;,"Our constant Friend,"
"O moyll-jee’n Chiarn,",His boundless Love
Lesh boggey mooar.,Shall never end.
"Hug eh ny faarkaghyn,",6 He spread the Ocean round
Chymmylt yn thalloo runt;,About the spacious Land;
Dagh cheer foast tannaghtyn,And made the rising Ground
"Skyn ushtey, rish nyn ghrunt.",Above the Waters stand.
"Dty vyghin, Hiarn,",For God does prove
Dty ghoo as pooar;,"Our constant Friend,"
"As dty ghloyr vooar,",His boundless Love
Vees choiee er-mayrn,Shall never end.
"Dagh soilshey t’ayn ren Jee,","7, 8, 9 Thro’ Heav’n he did display"
Eh ooilley creeney ta;,His num’rous Hosts of Light;
"Yn ghrian ta hooin ceau bree,","The Sun to rule by Day,"
As soilshey ayns y laa.,
"E vyghin smoo,",
Nee tannaghtyn;,
As farraghtyn,
Dy bragh nee ’ghoo,
"’N eayst ta caghlaa ayns pooar,",The Moon and stars by Night.
Dy chur dooin soilshey cooie;,
"Rollageyn beg as mooar,",
Dy nyn leeideil ’syn oie.,
Son Jee rieau va,For God does prove
Ny charrey dooin;,"Our constant Friend,"
E vyghin hooin,His boundless Love
Vees son dy brâ.,Shall never end.
"Dooin va ayns treihys vooar,","23, 24 He, in our Depth of Woes,"
Trooid peccah cherraghtyn;,"On us with Favour thought,"
"Hug eh myghin as foayr,",And from our cruel foes
As veih livrey eh shin.,"In Peace and Safety brought,"
"Dty vieys, Hiarn,",For God does prove
"Myr va rieau hooin,","Our constant Friend,"
"Nee tannaghtyn,",His boundless Love
Dy bragh er-mayrn.,Shall never end.
"Hug eh e Vac graihagh,",
Shin peccee dy hauail;,
"Veih’n noid va eulyssagh,",
Dy voddagh shin scapail.,
"E ghrayse as pooar,",
Vees choiee er-mayrn;,
"O moyll-jee’n Chiarn,",
Lesh boggey mooar!,
"Dagh cretoor ta geearree,","25, 26 He does the Food supply,"
T’eh cur y veaghey da;,On which all Creatures live:
"Lurg dooin cur gloyr da Jee,",To God who reigns on high
As moylley son dy brâ.,Eternal Praises give.
"Dty vyghin, Hiarn,",For God will prove
Dty ghoo as pooar;,"Our constant Friend,"
"As dty ghloyr vooar,",His boundless Love
Vees choiee er-mayrn,Shall never end.
,
PSALM 138,PSALM 138
"Verym dhyt booise, O Hiarn, my Yee!","1 With my whole Heart, my God and King,"
My voylley vees creeoil;,thy Praise I will proclaim;
"As kiongoyrt rish ny ainleyn ayds,","Before the Gods with Joy I’ll sing,"
Hood’s neeym padjer ’ghoaill.,and bless thy holy Name.
She ec dty hiamble casherick 1905: Shee,2 I’ll worship at thy sacred Seat;
Ayns graih neeyms my hee;,"and with thy Love inspir’d,"
"Er son dty ennym as dty ghoo,","The Praises of thy Truth repeat,"
T’er-skyn dy chooilley nhee.,o’er all thy Works admir’d.
"S’cooidsave lhiat, Hiarn, dy lhiassagh rhym,","3 Thou graciously inclin’dst thine Ear,"
Tra ren mee geamagh ort;,when I to thee did cry;
"As tra ren aggle girree seose,","And when my Soul was press’d with Fear,"
Chur oo dou mooarane niart.,didst inward Strength supply.
"Er yn oyr shen nee ard-gheiney,",4 Therefore shall ev’ry earthly Prince
Dty voylley fockley-magh;,"thy Name with Praise pursue,"
"As liorish clashtyn goan dty veeal,",Whom these admir’d Events convince
Dy vel ad firrinagh.,that all thy Works are true.
"Nee ad as ooilley goaill arrane,","5 They all thy wond’rous Ways, O Lord,"
Jeh raaidyn mooar y Chiarn;,with chearful Songs shall bless;
"As nee ad gloyr y choyrt dasyn,","and all thy glorious Acts record,"
Eh vees dy bragh er-mayrn.,thy awful Pow’r confess.
"Son ga dy vel yn Chiarn feer ard,","6 For God, altho’ enthron’d on high,"
Da’n boght t’eshyn coyrt geill;,does thence the Poor respect;
"Er son mooaralee ta’n Chiarn gra,","The Proud far off, his scornful Eye"
Dy jean eh ad ’hreigeil.,beholds with just Neglect.
,
PSALM 139[15] [16],PSALM 139
"O Hiarn, t’ayd toiggal jee’m feer vie,","1 Thou, Lord, by strictest Search hast known"
Shione dhyt my irree as my lhie;,2 My rising up and lying down;
"T’ayd fys er m’ aigney ayns dagh nhee,","My secret Thoughts are known to thee,"
Roish t’ad er ghientyn ayns my chree,Known long before conceiv’d by me.
"T’ou ayns my raad as mysh my lhiaght,","3 Thine Eye my Bed and Path surveys,"
Follit ny foshlit t’ayd jeh baght;,My publick Haunts and private Ways;
"Ta fys ayd, Hiarn, cre baillym gra,","4 Thou know’st what ’tis my Lips would vent,"
Roish ver my veillyn magh coraa.,My yet unutter’d Words intent.
"Oo ren m’y chroo, oo ren my oaie,","5 Surrounded by thy Pow’r I stand,"
Ta mee combaasit lesh dty roih;,On ev’ry Side I find thy Hand.
"Slane tushtey jeed, O Yee my Ayr,","6 O Skill, for human Reach too high!"
Cha vod keeayll dooinney cheet ny aar.,Too dazzling bright for mortal Eye!
"Dy smooinin nish dy hirrey saase,","7 O could I so perfidious be,"
"Dy hea er-sooyl void, Yee ny grayse;","To think of once deserting thee,"
"C’raad yinnin veih dty enish roie,","Where, Lord, could I thy Influence shun?"
Ny c’raad dy follit oddin soie?,Or whither from thy Presence run?
"Dy voddin getlagh seose gys niau,","8 If up to Heav’n I take my Flight,"
Coamrit ayns soilshey yn raad t’ou;,"’Tis there thou dwell’st enthron’d in Light,"
"Dy voddin chea gys niurin heese,","Or sink to Hell’s infernal Plains,"
Shen raad t’ou ooilley-niartal neesht.,’Tis there Almighty Vengeance reigns.
"Dy voddin skianyn ’voghrey ’ghoaill,","9 If I the Morning’s Wings could gain,"
As getlagh foddey veih my oayll;,"And fly beyond the Western Main,"
"Ayns shen nee oo m’y gheddyn magh,","10 Thy swifter Hand would first arrive,"
As m’y ghoaill seose myr dagh chimmagh.,And there arrest thy Fugitive.
,
PSALM 150,PSALM 150
"Moyll-jee yn Chiarn ’syn ynnyd shen,",1 O praise the Lord in that blest Place
Veih ta dagh gioot mie hooinyn cheet;,From whence his Goodness largely flows;
"Ayns gloyr raad ta e ghloyr soilshean,","Praise him in Heav’n, where he his Face"
Raad ta e vieys vooar soilshit.,Unveil’d in perfect Glory shows.
Moyll-jee eh son t’eh er n’yannoo,"2 Praise him for all the mighty Acts,"
Obbraghyn mooar feer virrilagh:,Which he in our Behalf has done;
"Moyll-jee eh myr t’eh dy hoilliu,","His Kindness this Return exacts,"
As bee nyn mooise da son dy bragh. 1905: mwooise,With which our Praise should equal run.
"Lhig dagh cretooor ta ennal ayn,","6 Let all that vital Breath enjoy,"
"Yn ennal shen, chouds t’eh er-mayrn,","The Breath He does to them afford,"
’Hroggal gys Jee ayns y traa t’ayn;,In just Returns of Praise employ;
Lhig dagh cretoor coyrt gloyr da’n Chiarn.,Let ev’ry Creature praise the Lord.
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
