English,Manx
"13 Heare my prayer, O Lord, and with thine eares consider my calling : hold not thy peace at my teares.","13. Klast rish my phadjer, O Hiarn, as rish dthy ghléyshyn smẃni er m’ émagh : na kwmm dthy hiange ag my iéir."
,
"14 For I am a stranger with thee, and a sojourner : as all my fathers were.","14. Erson she jóri mish mayrts, as fer-vághi : mar va m’ aeraghyn wlly."
"15 O spare mee a little, that I may recover my strength : before I goe hence, and be no more seene.","15. O shaghan mi began beg, gy voddym my gniart y ghowrel : ma jéym as sho, as gyn ve er m’ akin nasmẃ."
,jéym] ms. jénym
,
,
Expectans expectaui. Psal. 40.,Expectans expectaui psal. 40.
"I waited patiently for the Lord : and hee enclined unto mee, and heard my calling.","1. Darki mi gy míin er y Chiarn : as ghromm e hwym, as ghýyl é m’ émagh."
"2 He brought me also out of the horrible pit, out of the myre and clay : and set my feete upon the rocke, and ordered my goings.","2. Hwgg é mish níist magh as yn lag aglagh, magh as yn laygh as ghré : as t’ e er seiaghe my ghassyn er yn ghreg, as ern’ ordráel my immiaghtyn. "
3 And hee hath put a newe song in my mouth : even a thankesgiving unto our God.,3. As t’ e er doyrt oráyn nóo ayns my véal : gy jarw toyrt bwias dy nan Iíh.
"4 Many shall see it, and feare : and shall put their trust in the Lord.","4. Híi ymmydi é, as gowi áyd agyl : as ver ayd nan dreistéel ayns y Chiarn."
"5 Blessed is the man that hath set his hope in the Lord : and turned not unto the proud, and to such as goe about with lies.","5. Baníit ta yn dwỳne ta er doyrt y hreistéel ayns y Chiarn : as nagh hyndá gys yn klýèi vorniagh, as gys léid as ta doll magiyrt lesh brégyn."
"6 O Lord my God, great are thy wonderous workes which thou hast done : like as be also thy thoughts which are to us ward, and yet there is no man that ordereth them unto thee.","6. O Hiarn my Iíh, sh’ mẃar t’ obbraghyn ientysagh tóẁs erna ianw : nash[95] mar ta tdy smwnaghtyn niist ta hwiniyn, as fóost gha vel dwyne erbi ta d’ an ordráel-syn dwitch."
7 If I would declare them and speake of them : they should be mo then I am able to expresse.,"7. Gy níinshiyn áyd, as loyrt j́ù : véagh áyd nasmẃ na ta mish fowndagh dy hoyrt magh. "
If I would] 1662 If I should; mo] 1660 more,
8 Sacrifice and meate offering thou wouldest not have: but mine eares hast thou opened.,8. Toyrtys kasserick as bí-óẁrel gha baylts y góyl : agh my ghlyeshyn ta us erna óskyly.
wouldest not have] 1662 wouldest not,
"9 Burnt offerings and sacrifice for sinne hast thou not required : then said I, Loe, I come,","9. Owrelyn losk, as owrelyn erson peky gha hyirr us : éish dwyirt mish, jéagh, ta mi chíit."
"10 In the volume of the booke it is written of me, that I should fulfill thy will, O my God : I am content to do it; yea, thy Law is within my heart.","10. Ayns korp yn liór té skriwt jiŷms, gy leishyns t’ agnys y liény, O my Iih : ta mi bẃiagh dy ianw é; gy jarw, ta dy ly̌ei er chew stei dy my ghrí."
,
"11 I have declared thy righteousnes in the great Congregation : loe, I will not refrane my lips, O Lord, and that thou knowest.","11. Ta mi er soilsaghy dthy gháyrys ayns y chessiaght vẃar : jeagh, gha gwmmwm my veliyn, O Hiarn, as shen ta fyss áyds."
12 I have not hid thy righteousnes within my heart : my talking hath beene of thy trueth and of thy salvation.,"12. Gha dalli mi dthy gháyrys er léf stei dy my ghrí : ta my haglw er mé dy t’ irrinys, as dy dthy hawálys."
my talking] 1662 my talk,
13 I have not kept backe thy loving mercie and trueth : from the great Congregation.,13. Gha ghwm mi er gẃl dthy vyghin grayiẃyl as t’ irrinys : vei yn chessiaght vẃar.
"14 Withdraw not thou thy mercie from mee, O Lorde: let thy loving kindenesse and thy trueth alway preserve mee.","14. Na tarn us er shiul dthy vyghin vóỳms, O Hiarn : ligg e dthy gwghys grayiẃyl as t’ irrinys goni mish y ríal."
"15 For innumerable troubles are come about mee; my sinnes have taken such hold upon mee, that I am not able to looke up : yea, they are mo in number then the haires of mine head, and mine heart hath failed me.","15. Erson ta syaghyn erskyn erif er jít magiyrt ymmw̌yms, ta my phekaghyn ern’ góyl leid y grým ořyms, nagh vel mi fowndagh dy iaghyn shuas : gy jarw, t’ áyd nasmẃ ayns eryf na fóolt my ghiin, as ta my ghri er my hóyrt nárdy."
,
"16 O Lord, let it be thy pleasure to deliver me : make haste (O Lord) to helpe me.","16. O Hiarn, ligg e ve t’ agnys dy my lifrée : jean seir, O Hiarn, dy ghẃne liam."
17 Let them bee ashamed and confounded together that seeke after my soule to destroy it : let them bee driven backward and put to rebuke that wish me evill.,"17. Lig gawsyn ve náríit, as ve er nan doyrt mow kwjaght, ta shiyrre nyre my anyms da strwiel é : lig gawsyn ve er nan iymman góeir nan drom̀my as er nan doyrt gys náre ta sowlaghy olk dwys."
,
"18 Let them be desolate and rewarded with shame, that say unto me: Fie upon thee, fie upon thee.","18. Lig gawsyn ve er nan dregél as er nan íik rish náry : ta gra rŵyms, fúi oyrts, fúi oyrts."
"19 Let all those that seeke thee, be joyful, and glad in thee : and let such as love thy Salvation, say alway, The Lord be praised.","19. Lig gawsyn wlly ta dy hiyrrys ve gannoil as bogóil ayňyds : as leid as shúney-lésh dthy hawálys, gra goni, molit gy row yn Chiarn."
"20 As for me, I am poore and needy : but the Lord careth for me.","20. As er my hons, ta mi boght as árkysagh : agh ta yn Chiarn gimné er my honn."
"21 Thou art my helper and Redeemer : make no long tarying, O my God.","21. She us m’ er kẃney as m’ er kani ríist : na jean fwrraghtyn foděy, O my Iíh. "
,
The viii. day.,Yn viii. la.
Evening prayer.,Aspyrt.
Beatus qui intelligit. Psal. 41.,Beatus qui intelligit. [psal. 41.]
Blessed is he that considereth the poore (and needy) : the Lord shall deliver him in the time of trouble.,1. Baniit ta eshyn ta tóyrt tasky dyn voght as ymmyrtsagh : lifréi yn Chiarn eshyn ayns ierish syaghyn.
"2 The Lord preserve him and keep him alive, that hee may be blessed upon earth : and deliver not thou him into the will of his enemies.","2. Yn Chiarn dâ ghawdesyn as dâ ghummel-syn bió, gy vod e vé baníit er y tallw : as na lifre us eshyn gys agney y noidjyn."
"3 The Lorde comfort him, when hee lyeth sicke upon his bedde : make thou all his bed in his sickenesse.",3. Yn Chiarn dy gýrjaghy eshyn nar t’ e lyi chíin er y liabbi : jean us wlly y liabbi ayns y hinnys. 
"4 I said, Lord be mercifull unto me : heale my soule, for I have sinned against thee.","4. Dwyrt mi, O Hiarn, bi trokroil dwys : slani m’ anyms erson ta mi ern ianw peky t’ yois."
"5 Mine enemies speake evill of me : when shall he die, and his name perish?","5. Ta my noidjyn loyrt olk jíms : kwyn víis e marw, as y enym-syn chereghtyn?"
"6 And if he come to see me, he speaketh vanitie: and his heart conceiveth falshood within himselfe, and when he commeth, forth he telleth it.","6. As ma higg e dy my iaghyn, t’ e lóyrt fardalys : as ta y ghri genaghtyn fallsyght er léyf stei je héyn, as nar te chiit magh [te] da insh é."
,insh é] ms. inshé
7 All mine enemies whisper together against me: even against me doe they imagine this evill.,"7. Ta my noidjyn wlly shansieryght kwjaght m’ yôis : gy jarw, m’ yôis t’ ayd smwnaghtyn yn olk shó."
"8 Let the sentence of guiltinesse proceed against him : and now that he lyeth, let him rise up no more.","8. Ligg e brẃinys oẃlid[96] dol magh na ŷoi-syn : as nish tra t’ e na lyei, na lig gâ irri shúas aragh."
,
"9 Yea, even mine owne familiar friend whom I trusted : which did also eat of my bread, hath laid great wait for me.","9. Shé, gy jarw, my gharry dwi héyn ren mish y hreistéel : jí níist dy m’ aran, t’ e ern’ ianw seiaghe mẃar er my ghon."
which] 1662 who,er] ms. ar
"10 But be thou merciful unto me, O Lord : raise thou me up againe, and I shall reward them.","10. Agh bi us myghinagh dwys, O Hiarn : trog us mish shuas ríist, as niyms aydsyn y ghwiliny."
11 By this I know thou favourest me : that mine enemy doeth not triumph against me.,11. Liorish shó sawn dẃỳs gy vel us dy m’ ’oráel : nagh vel my noidjyn goyl barriygh m’ ýoi.
"12 And when I am in my health, thou upholdest me : and shalt set me before thy face for ever.",12. As nar ta mi ayns my láint tow dy my ghwmmel shuas : as sy̌it us mish kiangóyrt rish t’ edyn erson gybragh.
13 Blessed bee the Lorde God of Israel : world without end. Amen.,"13. Baníit gy row yn Chiarn Jih Eisrael : sýyl gyn ghian. Amen, marshen-gy-row.[97]"
,
,
Quemadmodum. Psal. 42. ,Quemadmodum. psal. 42.
"Like as the hart desireth the water brookes : so longeth my soule after thee, O God.","1. Mar ta yn fúei[98] shyirre nyre ny strẃanyn wiskey : marshen ta m’ anym goyl fodiaght t’ ’yrus,[99] O Iíh. "
"2 My soule is athirst for God, yea, even for the living God : when shall I come to appeare before the presence of God?","2. Ta m’ anym páa erson Jih, she, gy jarw, erson yn Jih béoil : kwyn hiǧgyms dy my iaghyn heyn ayns feanish Iíh?"
"3 My teares have bene my meate day and night : while they dayly say unto me, Where is now thy God?","3. Ta my iěir er me my víi, lá as yí : ghowd as t’ áyd gygh wlly lá gra rẃms, kàj̀e[100] vel nish dthy Iíh ?"
"4 Nowe when I thinke thereupon, I powre out my heart by my selfe : for I went with the multitude, & brought them forth into the house of God;","4. Nish tra ta mi smẃnaghtyn er shen, ta mi duerty magh my ghri liôrym peyn : erson ghai mi marish yn chessiaght as hwgg mi magh ayd gys tei Iíh;"
5 In the voyce of praise and thankesgiving : among such as keepe holy day.,5. Ayns korá moly as toyrt bwias : masky yn leid-syn as ta kwmmel lá feliy.
6 Why art thou so full of heavinesse (O my soul) : and why art thou so disquieted within me?,"6. Kamma vel us gho láyn dy hrimse, O m’ anym : as kamma vel us gho anvéagh er lief stei jím?"
7 Put thy trust in God : for I will yet give him thankes for the helpe of his countenance.,7. Tóer dthy ierkel ayns Jíh : erson veryms fóyst bẃias dasyn erson kẃne y éi.
"8 My God, my soul is vexed within mee : therefore will I remember thee, concerning the land of Jordane, and the little hill of Hermon.","8. My Iih, ta m’ anym syit er lief stei ĵim : shenefa kwiniym oyrts benelt rish talw Iurynan, as knock beg Hermon."
"9 One deepe calleth another, because of the noyse of the water pipes : all thy waves and stormes are gone over me.","9. Ta yn dyifnid gémagh er dyifnid elle, erson féìr ny pipanyn wyske : ta dy hoǹnyn wlly as dy gorrinyn ern’ ’oll harryms."
,gorrinyn] ms. gonyn
"10 The Lord hath granted his loving kindnes on the day time : and in the night season did I sing of him, and made my prayer unto the God of my life.","10. Ta yn Chiarn ern’ ialtyn y gwghys grayiwil ayns ierish y lá : as léas yi gow mish oráyn jeshyn, as ren mi my phajer gys Jíh my vé."
"11 I will say unto the God of my strength, Why hast thou forgotten me : why goe I thus heavily, while the enemie oppresseth me?","11. Jirrym rish Jíh my gniárt, kamma vel us er my iarẃd : kamma vel mish gimiaght gho troym shó, ghowd as ta yn noid janw trynlás oryms?"
12 My bones are smitten asunder as with a sword : while mine enemies (that trouble me) cast me in the teeth;,"12. Ta my ghnáwyn er nan moaly as y ghielle mar rish kleiw : ghowd as ta my nóidjyn ta dy my hyaghy, dy my hilge ayns my feaklyn."
"13 Namely, while they say dayly unto me : Where is now thy God?",13. [...][101] ghowd as t’ ayd grá gygh wlly lá rwyms : kaje vel nish dthy Iíh?
"14 Why art thou so vexed, O my soule : and why art thou so disquieted within me?","14. Kamma vel us gho gonit, O m’ anym : as kamma vel us gho anvéagh er léif stei j́ìm?"
"15 O put thy trust in GOD : for I will yet thanke him, which is the helpe of my countenance and my God.","15. O toer dthy ierkel ayns Jíh : erson verym fóost bẃias dâsyn ta kwney my gnwish,[102] as my Iíh."
,
,
Iudica me Deus. Psal. 43.,Iudica me deus. psal. 43.
"Give sentence with me, O God, and defend my cause against the ungodly people : O deliver me from the deceitfull and wicked man.","1. Kur brwinys er my heyfs, O Iíh, as fríal my ghwsyn nýoi yn slyi niawghrawi : O lifré mish vei yn dwyne malteragh as olk."
,
"2 For thou art the God of my strength, why hast thou put mee from thee : and why goe I so heavily, while the enemie oppresseth me?","2. Erson she us Jih my gniárt, kamma vel us er my hort void : as kamma vel mish gimíaght gho troym ghowd as ta yn noid janw trynlás orym."
,ta] ms. te
"3 Oh sende out thy light and thy trueth, that they may leade me : and bring me unto thy holy hill, & to thy dwelling.","3. O toer magh dthy hoilshe as t’ irrinys, gy vod ayd my lidjéel : as kwr mish gys dthy ghnock ghasserick, as gys dthy vaghey."
,
"4 And that I may goe unto the Altar of God, even unto the God of my joy and gladnesse : and upon the harpe will I give thanks unto thee, O God my God.","4. As gy vodym dol gys alter Iih, gy jarw gys Jíh my voge as my ian[103] : as er yn krwitch verym bwias dwitch, O Iíh, my Iíh."
,
"5 Why art thou so heavie, O my soul : and why art thou so disquieted within me?","5. Kamma vel us gho troym, O m’ anym : as kamma vel ẃ gho anvéagh er léif stei ĵiyms?"
"6 O put thy trust in God : for I wil yet give him thanks, which is the helpe of my countenance, and my God.","6. O toer dthy ierkel ayns Jíh : erson verym fóost bẃias dâsyn she ta kwney m’ ei, as my Iíh."
,
The ix. day.,Yn ix. la.
Morning prayer.,Ayryn.
Deus auribus. Psal. 44,Deus auribus noﬆris. psal. 44.
"We have heard with our eares, O God, our fathers have tolde us : what thou hast done in their time of olde;","1. Ghýyl shwin rish nan glyasyn, O Iíh, jinsh nan áeraghyn dwiniyn : kre ren us ayns yn ierish acksyn ’sy chan amser;"
"2 How thou hast driven out the Heathen with thy hand, and planted them in : how thou hast destroyed the nations and cast them out.","2. Kyns ta us ern’ iímman magh ny hangristin rish dthy law, as er nan seiaghe-syn schiagh : kyns tow er doyrt mow ny natiẃnyn, as er nan dilge magh."
3 For they gate not the land in possession through their owne sword : neither was it their owne arme that helped them;,3. Erson gha dwóer áyd yn talw ayns êirys tryid nan gliew héyn : gha mw v’ e yn ryi ack héyn ren kwney liew.
"4 But thy right hand, and thine arme, and the light of thy countenance : because thou haddest a favour unto them.","4. Agh dthy law iesh as dthy ry̆i, as soilshe dthy gnẃish : erson gy row fóer áyds dawsyn."
5 Thou art my King (O God) : send helpe unto Jacob.,"5. Shé us my ríi, O Iíh : kwr kẃne gys Jakob."
6 Through thee wil we overthrow our enemies : and in thy Name will we tread them under that rise up against us.,6. Troyids hilg meid harrish nan noidjyn : as ayns t’ enyms stampi meid aydsyn fwo ta gire shúas nan yoi.
,
7 For I wil not trust in my bow : it is not my sword that shall helpe me;,7. Erson gha jerkyms ayns my vow : ghanié my ghleiw ghẃnys láyms.
,ghanié] ms. ghani é
8 But it is thou that savest us from our enemies : and puttest them to confusion that hate us.,8. Agh she us ta d’ ’an sawáel shwin vei nan noidjyn : as d’ ’an dóyrt-syn moẃ ta dwoi ack orwiniyn.
9 We make our boast of God all day long : and will praise thy Name for ever.,9. Ta shwin janw nan mogyss dy Iih fei yn lá : as mol med t’ enyms erson gybragh. 
,
"10 But now thou art farre off, and puttest us to confusion : and goest not foorth with our armies.","10. Agh nish ta us fodey vóìn, as dan doyrt shwiniyn moẃ : as gha vel ẃ dol magh marish nan shessaghtyn ghagi."
"11 Thou makest us to turne our backs upon our enemies : so that they which hate us, spoile our goods.",11. Tow toyrt orwiniyn nan rymmyn y hyndá er nan noidjyn : marshen gy vel áydsyn ta dwoi ack orwiniyn rwysky nan gwid.
,
12 Thou lettest us be eaten up like sheep : and hast scattered us among the heathen.,12. Tow ligge dwiniyn dy ve er nan ii shúas mar kirri : as er nan skyle masky ny hangristín.
13 Thou sellest thy people for nought : and takest no money for them.,13. Tow kreck dthy phobyl erson veg : as gha vel ẃ goyl veg yn argyd er-nan-son.
14 Thou makest us to bee rebuked of our neighbours : to bee laughed to scorne and had in derision of them that are round about us.,"14. Tow toyrt orwiniyn dy ve er nan náraghy dy nan nabwnyn : dy ve er nan gáry gys knaid, as ayns faghid jusyn ta chymmylt magíyrt ymmw̌in."
,
15 Thou makest us to be a by-word among the heathen : and that the people shake their heads at us.,15. Tow toyrt orwin dy ve nan angóo[104] masky ny hangristín : as gy vel yn pobyl krá nan gíin orwiniyn.
16 My confusion is daily before me : and the shame of my face hath covered me;,16. Ta my náre gygh wlly lá m’ ’ienish : as ta náre my ydyn er my ghẃdaghy.
17 For the voice of the slanderer and blasphemer: for the enemie and avenger.,"17. Erson korá yn fer líùn as yn dwyne ta lóyrt gy malaghtagh : erson y nóid, as yn fer ta kwiliny."
"18 And though all this be come upon us, yet do we not forget thee : nor behave our selves frowardly in thy Covenant.","18. As gy ta wlly sho er jit orwiniyn, foyst ghá vel shwin dy dthy iarẃd : na d’ an ymmyrke héyn gy frowyrtagh ayns dthy ghwnánts."
19 Our heart is not turned back : neither our steps gone out of thy way;,19. Gha vel nan grí er y hyndá er gẃl : gha mẃ ta nan gasmedjyn er nol as dy ráyds;
20 No not when thou hast smitten us into the place of Dragons : and covered us with the shadow of death.,"20. Ghanel, nar tow er nan moally shwin ayns ynyd ny nrágwnyn : as er nan gwdaghy shwin rish ská yn váas."
"21 If we have forgotten the Name of our God, and holden up our hands to any strange god : shall not God search it out? for he knoweth the very secrets of the heart.","21. My ta shwin ern’ iarẃd enym nan Iíh, as er drogel shúas nan lawyn gys Jih erbi jori : nagh ranshi Jih magh e? erson sawn da fíir alliaghtyn[105] yn ghri."
,ranshi] ms. ranshigi
22 For thy sake also are wee killed all the day long : and are counted as sheepe appointed to be slaine.,22. Er dthy hons níist ta shwin er nan marw fei yn lá : as ta shwin er nan góyl mar kirri ordíit dy ve er nan marw.
"23 Up Lord, why sleepest thou : awake, and be not absent from us for ever.","23. Shuas, Hiarn, kamma vel ẃ kadley : dwisk, as na bi as y ráyd voiniyn erson gybragh."
24 Wherefore hidest thou thy face : and forgettest our miserie and trouble?,24. Kamma vel us fallaghy t’ ydyn : as jarwd nan dreyid[106] as nan syaghyn.
,jarwd] ms. jarwd y; dreyid] ms. tdreyid
"25 For our soule is brought low, even unto the dust : our belly cleaveth unto the ground.","25. Erson ta nan anym erna hoyrt íshill, gy jarw gys yn ẃyer : as ta nan molg lienaghtyn gys y talw."
"26 Arise, and helpe us : and deliver us for thy mercies sake.",26. Irri as kwin leniyn : as lifre shwin erson grayi dthy vyghin.
,
,
Eructauit cor meum. Psal 45.,Eructauit cor meum. psal. 45.
My heart is enditing of a good matter : I speake of the things which I have made unto the King.,1. Ta my ghri toyrt magh red mei : loyrym dy ny redyn ta mi ern’ ianw gys y ríi.
,
2 My tongue is the pen : of a readie writer.,2. She my hiange fedjagh skriwi : dy skriwdêr arlẃ.
,She] ms. Sshe
"3 Thou art fairer then the children of men : full of grace are thy lips, because God hath blessed thee for ever.","3. Tow nas áliy na klawn déney : láyn dy gráys ta dy veliyn, erson gy vel Jih er dy vanaghe erson gybragh."
"4 Gird thee with thy sword upon thy thigh, O thou most mighty : according to thy worship and renowne.","4. Chian w heyn rish tdy ghleiow er dy lieshid,[107] O us smẃ gniartoil : nyre t’ ammys as t’ ýasly."
"5 Good lucke have thou with thine honour : ride on, because of the word of trueth, of meekenesse, and righteousnes; and thy right hand shall teach thee terrible things.","5. Ayí-mei gy row ayds lesh t’ oneyrs : marki er dy hoshiagh, erson gẃ ny firriny, dy vinid, as dy gháyrys, as ynsi dthy law iesh dwitch redyn aglagh."
,
"6 Thy arrowes are very sharpe, and the people shall be subdued unto thee : even in the middes among the Kings enemies.","6. Ta dthy hédjyn fíir iér, as bi yn pobyl er an gwr shíis dwitch : gy jarw ayns [y] véyn masky nóidjyn yn ríi."
,
7 Thy seate (O God) endureth for ever : the Scepter of thy kingdome is a right Scepter.,"7. Ta t’ enyds, O Iíh, faraghtyn erson gybragh : ta lorg[108] gniart dy ririyghts lorg gniart káyragh."
,lorg ´2] ms. larg ´2
"8 Thou hast loved righteousnesse, and hated iniquitie : wherefore God (even thy God) hath anointed thee with the oyle of gladnesse above thy fellowes.","8. Biíny lets kayrys, as va dwoi ayds er peky : shenyfá ta Jíh gy jarw dy Íihys er t’ wilus rish ẃil dy gannylys erskyn dthy heshaghyn."
,t’ wilus] ms. twil vs; heshaghyn] ms. hesshaghyn
"9 All thy garments smell of Myrrhe, Aloes, and Cassia : out of the Ivory palaces, wherby they have made thee glad.","9. Ta wlly t’ ydagh soary dy vyrr, aloes, as kássia : magh as ny plasyn iveri, liorish t’ áyd er d’ ianw̓s gannoil."
,iveri] ms. jveri
10 Kings daughters were among thy honourable women : upon thy right hand did stand the Queene in a vesture of gold (wrought about with divers colours).,10. Va innínyn ríaghyn masky dy vynáyn ýasyl : er dthy law iěsh hass yn ven ríin ayns kómry áyr óbrit magiyrt rish kyghlághyn dâ.
"11 Hearken (O daughter) and consider, encline thine eare : forget also thine owne people, and thy fathers house.","11. Klast, O inín, as smwni, krom dthy ghlúesh : jarẃd níist dthy phobyl héyn as ty̌i t’ aeyry."
,
12 So shall the King have pleasure in thy beautie : for he is thy Lord (God) and worship thou him.,"12. Marshen víis agny ag y ríi ayns dthy vóiid : erson shé eshyn dthy Hiarn Jíh, as jean ammys dá."
13 And the daughter of Tyre shal be there with a gift : like as the rich also among the people shall make their supplication before thee.,13. As bíi inín Teir aynshen lesh toyrtys : margedyn ni yn slyei berchiagh masky yn phobyl nan akan kiangóyrt rwyts.
,berchiagh] ms. berchigh
14 The Kings daughter is all glorious within : her clothing is of wrought gold.,14. Ta inín yn ríi wlly gloróil er liêf stei : ta y ydagh dy áyr óbrit.
"15 Shee shal be brought unto the King in raiment of needle worke : the Virgins that be her fellowes shall beare her company, and shall be brought unto thee.","15. Bi [i] erna tóyrt gys yn ríi ayns komry dy obyr snaidje : ny méidjynyn ta y shessaghyn, kwmmi áyd shessaght rí, as bi áyd er nan doyrt hŵyds."
,
16 With joy and gladnesse shall they be brought : and shall enter into the Kings palace.,16. Rish bogey as gàn víis áyd er nan dóyrt : as hèdj áyd schiagh ayns plás y ríi.
,schiagh] ms. chiagh
17 In stead of thy fathers thou shalt have children: whom thou mayest make princes in all lands.,"17. Ayns ynyd t’ aeraghyn, iew us klawn : ’odyst ẃ y ianw nan brynsyn ayns gygh wlly hàllw."
,
18 I wil remember thy Name from one generation to another : therefore shall the people give thankes unto thee world without end.,18. Kwiniym er t’ enyms vei yn shilógh gys shilógh elle : shennyfá ver yn pobyl bwias dwich sýyl gyn ghian.
,
,
Deus noster refugium. Psal. 46.,Deus noﬆer refugium. psal. 46.
God is our hope and strength : a very present helpe in trouble.,1. She Jíh nan dreistéel as gniárt : kẃney fir ’aggys ayns sýaghyn.
2 Therefore will wee not feare though the earth be mooved : and though the hilles bee caried into the middes of the Sea.,"2. Shenyfá gha gow meid agyl, ga víis yn talw erna ghrá : as ga víis ny knwick er nan iymmyrke gys méan yn arge;"
,
3 Though the waters thereof rage & swell : and though the mountaines shake at the tempest of the same.,3. Gá víis ny hwiskaghyn agge kýei as gatt : as gy ni ny knwick krá ag [y] dorryn aggesyn.
4 The rivers of the flood thereof shall make glad the Citie of God : the holy place of the Tabernacle of the most Highest.,4. Nii strẃanyn yn twlliy aggesyn ganoil ard valle Iíh : ynyd kassarick kabán aglish d’ yn yrje smẃ.
"5 God is in the middest of her, therefore shall shee not be remooved : God shall helpe her, and that right earely.","5. Ta Jíh ayns y véyn ack, shenyfá ghá bí hí erna skwghey : kwni Jih lei, as shen gy fíir voghey."
,
"6 The heathen make much ado, and the kingdomes are moved : but God hath shewed his voyce, and the earth shall melt away.","6. Ta ny hangristín janw fy̌eir mẃar, as ta ny ríriaghtyn er nan skwghey : agh ta Jih ern’ iaghyn y ghorá, as lyegi yn talw er shiul."
,ríriaghtyn] ms. ríriaghyn
7 The Lord of hostes is with us : the God of Jacob is our refuge.,7. Ta Chiarn ny hói[109] marwin : she Jíh Jakob nan gemmirk.
,
"8 O come hither, and behold the workes of the Lord : what destruction he hath brought upon the earth.","8. O targi aynsho, as jeaghi[110] er obraghyn y Chiarn : kre yn kwr moŭ te er y hoyrt er y talẃ."
"9 He maketh warres to cease in all the world : he breaketh the bow, and knappeth the speare in sunder, and burneth the chariots in the fire.","9. Te tóyrt er kagaghyn dy skwir ayns y týyl wlly : t’ e brishie yn vow, as ráby yn tly̌ei as y ghielle, as losky ny siaredyn ayns yn aínnil."
"10 Be still then, and know that I am God : I will be exalted among the heathen, and I will be exalted in the earth.","10. Bi kíẁn êish, as twigigi gy ní mish Jíh : bíìms er my hrogel shuas masky ny hangristín, as bíìm er my hrogel shuas ayns y tálw."
11 The Lord of hostes is with us : the God of Jacob is our refuge.,11. Ta Chiarn ny hói marwiniyn : she Jíh Jakob nan gemmirk.
,
The ix. day.,Yn ix. la.
Evening prayer.,Aspyrt.
Omnes gentes plaudite. Psal. 47.,Omnes gentes plaudite. psal. 47.
"O clap your hands together, (all ye people :) O Sing unto God with the voyce of melodie,","1. O bóaligi nan lawyn kwjaght, wlly shiusse phobyl : O gowigi oráyn gys Jíh rish korá bín."
"2 For the Lord is high, and to be feared : hee is the great King upon all the earth.","2. Er son ta yn Chiarn árd, as agyl dy vé erná góyl rêyfs : she eshyn yn ríi mẃar er yn talw wlly."
,rêyfs] ms. rêyss
3 Hee shall subdue the people under us : and the nations under our feet.,"3. Ver e shíis yn phobyl fwoniyn, as ny hatíwnyn fẃo nan gassyn."
4 He shall chuse out an heritage for us : even the worship of Jacob whom he loved.,4. Réigi[111] e magh éirys dwiniyn : gy jarw ammys Jakob býny lesh-syn.
5 God is gone up with a mery noise : and the Lord with the sound of the Trumpe.,5. Ta Jih er nol shúas rish korá[112] gannoil : as yn Chiarn rish fy̌eir y gharn prass.
"6 O sing praises, sing praises unto (our) God : O sing praises, sing praises unto our King.","6. O gowgi orányn moli, gowgi orányn moli gys nan Iíh : O gowgi oráynyn moli gys nan ríi."
7 For God is the King of all the earth : sing yee praises with understanding.,7. Erson she Jíh ríi yn talw wlly : gowigi orányn moli rish twigel.
8 God reigneth over the heathen : God sitteth upon his Holy seat.,8. Ta Jih réel harrish ny hatiẃni : ta Jíh sei er y ynyd ghasserićk.
,hatiẃni] ms. héthni
9 The princes of the people are joyned unto the people of the God of Abraham : for God (which is very high exalted) doeth defend the Earth as it were with a shield.,"9. Ta prinsaghyn yn phobyl er ’an dóyrt kẃjaght gys pobyl Iíh Abraham : erson ta Jíh, ta gy fír áyrd erna hrogel shúas, fríal yn talw, mar véagh e rish ské."
,
,
Magnus Dominus. Psal. 48.,Magnus Dominus. psal. 48.
"Great is the Lord, and highly to be praised : in the Citie of our God, even upon his Holy hill.","1. Ta yn Chiarn mẃar, as gy hard dy vé erna voley : ayns áyrd valle nan Iíh, gy jarw er y ghnock ghasserick."
"2 The hill of Sion is a faire place, and the joy of the whole earth : upon the Northside lieth the Citie of the great King; God is well knowen in her palaces, as a sure refuge.","2. Ta knock Seion ynyd alin, as bogey yn týyl wlly : er yn chef twoi ta lyi ayrd valle yn ríi vẃar; sawn daw gy mei Jih ayns ny plasyn ěcks mar kémrick síćkkyr."
,
"3 For loe, the Kings of the earth : are gathered and gone by together.","3. Erson jéagh, ta riaghyn yn talẃin : chiaglit as er nol shaghe kwjaght."
"4 They marveiled to see such things : they were astonied, and suddenly cast downe.","4. Gow ayd ientyss d’ akin leid ny redyn shen : va áyd achẏmagh, as dol tattym er nan dilge shíis."
,
"5 Feare came there upon them, and sorrow : as upon a woman in her travaile.","5. Haink agyl ořw aynshen, as trimshe : mar er ben er trawelt."
6 Thou shalt breake the ships of the Sea : through the East winde.,6. Brishit ẃ longyn na mǎrry : tryid yn gýa niěr.
"7 Like as we have heard, so have we seene in the City of the Lord of hosts, in the city of our God : God upholdeth the same for ever.","7. Nash mar ghýyl shwin, margedyn ghonick shwin ayns ayrd valle yn Chiarn ny hoi, [ayns ayrd valle] nan Iíh : ta Jih dy ghwmmel shen shuas erson gybragh."
8 We wait for thy loving kindnesse (O God :) in the mids of thy Temple.,"8. Ta shwin farkiaght er dthy gwghys grayiẃyl, O Iíh : ayns méyn dthy hambyl."
